id_dokumen,nama_file,ukuran_data,tanggal_unggah,sumber_data,konten
DOC-0000855,kontrak_keuangan_202204_3108.zip,266308,2022-10-22,portal-upload-web,kontrak|keuangan|266308|pending revisi periode data approved
DOC-0003405,dataset_audit_202310_6158.docx,64818,2024-01-27,server-arsip-bandung,dataset|audit|64818|draft dokumen periode
DUP-0000440,presentasi_operasional_202205_9865.zip,454535,2022-04-26,cloud-storage-aws,presentasi|operasional|454535|data periode dokumen draft
DOC-0004035,log_hukum_202205_0055.jpg,3686736,2023-07-29,nas-lokal-02,log|hukum|3686736|total rekap file data
DOC-0000036,kontrak_teknologi_202310_1725.docx,3887644,2023-05-27,cloud-storage-aws,kontrak|teknologi|3887644|periode data final draft
DOC-0000546,laporan_keuangan_202404_7705.xml,175011,2023-02-12,server-arsip-jakarta,laporan|keuangan|175011|file approved final data periode
DUP-0000191,gambar_keuangan_202401_7803.xlsx,3547741,2024-05-09,portal-upload-web,gambar|keuangan|3547741|file approved dokumen revisi
DOC-0001320,gambar_audit_202404_1629.png,6236718,2024-02-15,backup-eksternal,gambar|audit|6236718|arsip pending total periode approved
DOC-0000891,laporan_logistik_202211_1417.xml,319516,2024-01-31,server-arsip-bandung,laporan|logistik|319516|total pending arsip dokumen periode
DOC-0004058,dataset_logistik_202401_8596.json,2749183,2023-12-19,backup-eksternal,dataset|logistik|2749183|rekap pending file
DOC-0002467,log_teknologi_202409_0899.docx,1136889,2023-09-16,cloud-storage-aws,log|teknologi|1136889|final revisi rekap pending arsip
DOC-0001700,kontrak_logistik_202311_5422.csv,4931875,2022-08-15,portal-upload-web,kontrak|logistik|4931875|periode rekap final
DOC-0004052,gambar_manajemen_202305_4480.pdf,158744,2022-11-21,cloud-storage-aws,gambar|manajemen|158744|draft dokumen arsip approved final
DOC-0003176,gambar_riset_202202_2043.png,4694652,2023-12-24,portal-upload-web,gambar|riset|4694652|revisi periode approved
DUP-0000434,dataset_riset_202402_5926.docx,499493,2024-04-25,backup-eksternal,dataset|riset|499493|data rekap pending final
DOC-0000638,log_hukum_202401_0372.csv,230688936,2022-12-08,server-arsip-bandung,log|hukum|230688936|pending dokumen rekap draft
DOC-0003938,backup_manajemen_202205_2428.docx,4500375,2022-06-01,cloud-storage-gcp,backup|manajemen|4500375|total file final
DOC-0004116,invoice_hukum_202303_4009.jpg,2868445,2022-08-04,server-arsip-bandung,invoice|hukum|2868445|approved draft data file
DOC-0003218,kontrak_teknologi_202202_1966.txt,3514650,2023-05-09,portal-upload-web,kontrak|teknologi|3514650|pending file revisi arsip data
DOC-0003998,gambar_logistik_202409_1009.xml,5812258,2024-02-26,server-arsip-jakarta,gambar|logistik|5812258|rekap draft file approved
DOC-0003330,log_logistik_202407_8937.docx,3182380,2024-06-03,cloud-storage-aws,log|logistik|3182380|draft data final approved
DOC-0003348,surat_sdm_202406_8421.docx,11589,2024-06-17,ftp-pusat,surat|sdm|11589|periode data arsip dokumen rekap
DUP-0000061,log_keuangan_202410_4108.xml,136171,2022-07-14,ftp-pusat,log|keuangan|136171|final draft data file
DOC-0001246,invoice_manajemen_202402_6124.png,1535011,2022-07-24,cloud-storage-aws,invoice|manajemen|1535011|arsip periode dokumen approved
DOC-0003601,gambar_teknologi_202206_0539.jpg,491991,2022-04-22,server-arsip-surabaya,gambar|teknologi|491991|draft data approved
DUP-0000036,log_sdm_202211_6833.docx,5078307,2024-09-18,server-arsip-bandung,log|sdm|5078307|dokumen approved total final arsip
DUP-0000414,laporan_pemasaran_202203_0435.xlsx,4007198,2022-11-24,ftp-pusat,laporan|pemasaran|4007198|file data draft
DOC-0002562,kontrak_operasional_202210_4143.zip,3043083,2024-04-04,nas-lokal-02,kontrak|operasional|3043083|final dokumen pending data
DOC-0003292,kontrak_keuangan_202310_4026.zip,296172450,2022-04-01,portal-upload-web,kontrak|keuangan|296172450|total data file periode arsip
DOC-0003192,dataset_operasional_202305_7410.docx,16526576,2022-10-05,nas-lokal-01,dataset|operasional|16526576|final revisi dokumen periode file
DOC-0002971,backup_keuangan_202203_5994.png,80970,2024-10-12,portal-upload-web,backup|keuangan|80970|dokumen approved file total rekap
DOC-0002608,backup_manajemen_202410_6127.png,2354725,2022-07-01,nas-lokal-02,backup|manajemen|2354725|approved rekap revisi periode dokumen
DOC-0000687,log_sdm_202310_4735.xlsx,4806200,2022-01-03,server-arsip-surabaya,log|sdm|4806200|periode rekap arsip draft
DOC-0004011,presentasi_sdm_202411_2176.xml,406556,2022-05-26,nas-lokal-02,presentasi|sdm|406556|draft total final approved
DOC-0000643,gambar_teknologi_202409_8130.xml,189962,2023-02-26,nas-lokal-02,gambar|teknologi|189962|periode pending total revisi
DOC-0000236,laporan_keuangan_202301_6104.png,309336,2023-11-25,nas-lokal-02,laporan|keuangan|309336|rekap draft pending total periode
DOC-0003442,presentasi_operasional_202312_9357.json,1735587,2022-08-17,cloud-storage-aws,presentasi|operasional|1735587|periode rekap approved pending
DOC-0001558,surat_operasional_202310_5407.txt,287028,2022-12-29,server-arsip-bandung,surat|operasional|287028|total data draft
DOC-0002686,backup_sdm_202409_9375.csv,323638,2024-08-21,backup-eksternal,backup|sdm|323638|revisi arsip periode final
DOC-0003619,kontrak_operasional_202203_8882.xml,407317,2024-01-05,cloud-storage-gcp,kontrak|operasional|407317|data dokumen file pending periode
DOC-0004259,laporan_logistik_202306_6840.jpg,231858,2024-01-20,ftp-pusat,laporan|logistik|231858|rekap final periode total
DOC-0003156,memo_operasional_202401_6188.json,21480,2022-01-06,cloud-storage-gcp,memo|operasional|21480|file total dokumen rekap
DOC-0002945,gambar_keuangan_202208_8245.png,11595802,2024-09-20,portal-upload-web,gambar|keuangan|11595802|revisi file arsip pending
DOC-0004099,backup_riset_202207_6031.txt,4650556,2022-10-25,portal-upload-web,backup|riset|4650556|dokumen pending periode
DOC-0001893,laporan_hukum_202202_6317.xlsx,429324,2023-03-17,server-arsip-bandung,laporan|hukum|429324|draft periode rekap dokumen data
DOC-0001127,presentasi_manajemen_202401_9215.jpg,2828385,2022-12-27,server-arsip-bandung,presentasi|manajemen|2828385|pending data revisi draft
DOC-0002265,invoice_logistik_202401_8452.jpg,207019,2022-01-14,portal-upload-web,invoice|logistik|207019|revisi pending total draft dokumen
DOC-0001265,surat_sdm_202201_2345.txt,417013,2023-03-18,portal-upload-web,surat|sdm|417013|revisi final data approved rekap
DOC-0002688,log_hukum_202212_2677.txt,3229918,2023-03-22,nas-lokal-01,log|hukum|3229918|rekap approved periode pending file
DOC-0000522,backup_hukum_202412_1423.txt,40506401,2024-10-09,server-arsip-surabaya,backup|hukum|40506401|revisi total file
DOC-0000395,laporan_teknologi_202403_1732.png,251561,2022-07-02,nas-lokal-02,laporan|teknologi|251561|periode data rekap
DOC-0002661,presentasi_audit_202409_4948.csv,485362,2023-11-20,portal-upload-web,presentasi|audit|485362|arsip pending approved draft
DOC-0004463,kontrak_sdm_202207_4523.txt,46238685,2024-05-29,portal-upload-web,kontrak|sdm|46238685|final dokumen file approved
DUP-0000165,gambar_logistik_202409_4984.xlsx,111244,2024-10-16,cloud-storage-gcp,gambar|logistik|111244|data periode draft
DOC-0003328,log_manajemen_202306_8236.xlsx,6167838,2024-06-01,cloud-storage-gcp,log|manajemen|6167838|draft arsip revisi
DOC-0001475,invoice_pemasaran_202410_6031.xml,236226,2024-08-05,portal-upload-web,invoice|pemasaran|236226|final draft pending data arsip
DOC-0001762,invoice_hukum_202407_4001.xlsx,3160647,2024-10-16,cloud-storage-aws,invoice|hukum|3160647|total final dokumen
DOC-0000070,memo_logistik_202402_5566.txt,349332,2024-07-14,server-arsip-bandung,memo|logistik|349332|final rekap dokumen data arsip
DOC-0000974,memo_hukum_202310_1898.pdf,2747951,2023-04-13,nas-lokal-01,memo|hukum|2747951|file total revisi
DOC-0003784,laporan_pemasaran_202301_1248.png,4088708,2024-08-22,ftp-pusat,laporan|pemasaran|4088708|data dokumen approved
DOC-0000666,surat_keuangan_202204_8857.png,59033,2024-02-19,portal-upload-web,surat|keuangan|59033|file arsip pending
DOC-0000003,laporan_audit_202312_2994.zip,2552628,2023-05-17,cloud-storage-aws,laporan|audit|2552628|file pending periode rekap final
DOC-0001776,memo_manajemen_202208_1330.txt,44159983,2023-10-10,cloud-storage-gcp,memo|manajemen|44159983|approved revisi arsip
DOC-0002974,log_manajemen_202301_1747.json,222698,2024-12-31,server-arsip-jakarta,log|manajemen|222698|draft final data
DOC-0002715,kontrak_manajemen_202403_3027.png,109376061,2024-11-23,ftp-pusat,kontrak|manajemen|109376061|final total draft file
DOC-0002318,laporan_audit_202407_6241.xml,1887444,2023-10-05,server-arsip-surabaya,laporan|audit|1887444|final total draft pending revisi
DOC-0000819,memo_teknologi_202403_5210.csv,1510962,2023-04-07,server-arsip-bandung,memo|teknologi|1510962|revisi pending dokumen draft approved
DOC-0000519,gambar_audit_202406_6664.xlsx,3858002,2023-01-21,cloud-storage-aws,gambar|audit|3858002|rekap total final file
DOC-0001633,kontrak_operasional_202403_6679.pdf,34059,2024-01-10,ftp-pusat,kontrak|operasional|34059|arsip pending dokumen
DOC-0002547,backup_operasional_202403_1389.csv,46781,2023-02-09,cloud-storage-gcp,backup|operasional|46781|draft file pending rekap arsip
DOC-0000992,dataset_teknologi_202202_3779.xlsx,7215732,2022-11-18,ftp-pusat,dataset|teknologi|7215732|final arsip draft
DOC-0002431,kontrak_sdm_202201_8407.zip,39310871,2024-09-30,ftp-pusat,kontrak|sdm|39310871|final pending data arsip periode
DUP-0000289,presentasi_keuangan_202304_1924.jpg,45922556,2024-08-05,nas-lokal-01,presentasi|keuangan|45922556|draft periode revisi
DOC-0003523,presentasi_hukum_202309_1841.txt,4988221,2023-09-13,server-arsip-bandung,presentasi|hukum|4988221|dokumen approved pending total final
DOC-0002313,surat_riset_202412_4703.txt,3496804,2022-11-22,ftp-pusat,surat|riset|3496804|final approved revisi pending arsip
DOC-0001922,gambar_logistik_202304_5464.xlsx,15436831,2023-04-08,cloud-storage-aws,gambar|logistik|15436831|rekap approved periode file
DOC-0004345,kontrak_logistik_202203_8616.docx,23440423,2023-08-22,backup-eksternal,kontrak|logistik|23440423|approved dokumen pending arsip
DOC-0003019,surat_pemasaran_202209_9809.xml,1858212,2024-04-30,nas-lokal-01,surat|pemasaran|1858212|data draft final periode
DOC-0004179,memo_operasional_202201_8535.jpg,1004524,2023-08-31,server-arsip-surabaya,memo|operasional|1004524|revisi draft dokumen total
DUP-0000106,laporan_logistik_202205_0505.jpg,134510,2022-01-13,nas-lokal-01,laporan|logistik|134510|file final approved arsip rekap
DOC-0004331,laporan_sdm_202304_7698.pdf,768940,2023-05-02,nas-lokal-02,laporan|sdm|768940|arsip rekap revisi total
DOC-0001158,log_pemasaran_202312_7532.xlsx,2096002,2023-06-04,server-arsip-jakarta,log|pemasaran|2096002|pending approved file
DOC-0003603,log_pemasaran_202305_5165.docx,48169437,2023-10-19,cloud-storage-aws,log|pemasaran|48169437|periode dokumen approved pending arsip
DOC-0003122,laporan_pemasaran_202206_6281.xlsx,198310,2022-04-17,ftp-pusat,laporan|pemasaran|198310|file total dokumen
DOC-0002025,surat_sdm_202208_1453.csv,446739877,2024-02-13,server-arsip-bandung,surat|sdm|446739877|arsip data approved periode dokumen
DUP-0000378,memo_sdm_202407_0253.xlsx,58676,2022-10-23,nas-lokal-01,memo|sdm|58676|revisi dokumen final
DUP-0000419,backup_operasional_202212_7036.png,326770,2024-04-19,ftp-pusat,backup|operasional|326770|pending revisi total
DOC-0001105,log_logistik_202406_6567.xlsx,21140868,2022-08-07,server-arsip-surabaya,log|logistik|21140868|approved file pending arsip revisi
DOC-0003412,kontrak_pemasaran_202308_1515.zip,3950181,2023-01-12,nas-lokal-01,kontrak|pemasaran|3950181|final draft arsip file
DOC-0003395,log_riset_202411_4458.xml,1424600,2023-03-30,ftp-pusat,log|riset|1424600|rekap approved total dokumen
DOC-0003673,memo_pemasaran_202205_3591.txt,2438101,2023-05-28,portal-upload-web,memo|pemasaran|2438101|arsip total draft file
DUP-0000365,surat_operasional_202401_9100.jpg,1542863,2023-01-02,portal-upload-web,surat|operasional|1542863|file revisi arsip draft rekap
DOC-0001873,log_pemasaran_202401_0983.txt,32857,2024-05-16,cloud-storage-aws,log|pemasaran|32857|periode draft arsip approved pending
DOC-0000245,dataset_teknologi_202405_5641.zip,2114571,2022-10-06,nas-lokal-02,dataset|teknologi|2114571|approved dokumen final data revisi
DOC-0003650,backup_audit_202402_0952.json,41645943,2022-07-11,cloud-storage-gcp,backup|audit|41645943|rekap file arsip
DOC-0002180,presentasi_riset_202211_8857.zip,1042675,2023-10-18,nas-lokal-01,presentasi|riset|1042675|pending periode revisi draft file
DOC-0001950,gambar_operasional_202401_2330.zip,352655392,2022-05-04,cloud-storage-aws,gambar|operasional|352655392|arsip draft final rekap pending
DOC-0002309,kontrak_logistik_202310_4611.zip,16783670,2022-07-20,ftp-pusat,kontrak|logistik|16783670|total approved dokumen
DOC-0004314,laporan_logistik_202302_7963.docx,1769275,2023-06-13,cloud-storage-aws,laporan|logistik|1769275|periode total rekap arsip
DOC-0001761,surat_riset_202302_8624.docx,52036,2023-04-17,nas-lokal-01,surat|riset|52036|data pending draft periode
DOC-0001519,log_sdm_202211_8549.docx,36456865,2023-07-23,server-arsip-bandung,log|sdm|36456865|rekap pending dokumen total arsip
DOC-0002017,laporan_teknologi_202309_7900.xml,239588,2022-08-15,portal-upload-web,laporan|teknologi|239588|periode final dokumen pending file
DOC-0000380,backup_pemasaran_202204_4117.json,452239,2024-09-09,server-arsip-bandung,backup|pemasaran|452239|final pending approved
DOC-0000356,invoice_logistik_202408_1982.pdf,2023812,2024-08-18,server-arsip-surabaya,invoice|logistik|2023812|pending data revisi
DOC-0000205,presentasi_keuangan_202307_8421.jpg,4177548,2022-03-16,ftp-pusat,presentasi|keuangan|4177548|file dokumen arsip total periode
DOC-0003354,invoice_teknologi_202307_7354.xlsx,29976940,2022-05-07,server-arsip-bandung,invoice|teknologi|29976940|dokumen total arsip pending data
DOC-0002012,backup_audit_202305_3186.jpg,251767,2022-02-13,ftp-pusat,backup|audit|251767|arsip revisi approved
DOC-0003160,memo_manajemen_202304_9230.txt,426182,2024-08-16,cloud-storage-aws,memo|manajemen|426182|draft total revisi file
DOC-0003015,gambar_hukum_202309_9536.json,97719,2023-03-10,server-arsip-surabaya,gambar|hukum|97719|pending revisi periode dokumen file
DOC-0001297,memo_sdm_202412_5323.png,2592283,2023-10-14,cloud-storage-gcp,memo|sdm|2592283|rekap final periode revisi total
DUP-0000398,presentasi_hukum_202305_5677.csv,329088,2024-07-20,ftp-pusat,presentasi|hukum|329088|draft total pending
DOC-0001996,backup_pemasaran_202203_3413.xml,4824901,2024-01-17,portal-upload-web,backup|pemasaran|4824901|approved rekap total
DOC-0003441,memo_teknologi_202311_6498.jpg,221403,2022-08-25,server-arsip-surabaya,memo|teknologi|221403|file dokumen draft
DOC-0000218,memo_keuangan_202212_7745.xml,49627971,2024-07-15,nas-lokal-01,memo|keuangan|49627971|final file approved dokumen revisi
DOC-0000841,invoice_keuangan_202201_3888.txt,1492084,2022-03-01,server-arsip-surabaya,invoice|keuangan|1492084|periode rekap dokumen final
DOC-0004446,dataset_teknologi_202301_3250.jpg,9558324,2022-08-13,server-arsip-surabaya,dataset|teknologi|9558324|dokumen total final
DOC-0002048,backup_operasional_202403_5987.txt,439043,2022-04-04,server-arsip-surabaya,backup|operasional|439043|final dokumen approved periode
DOC-0003324,presentasi_audit_202304_3745.pdf,461831,2024-09-24,server-arsip-jakarta,presentasi|audit|461831|rekap approved draft
DOC-0003097,laporan_sdm_202409_7022.csv,415028,2023-07-13,server-arsip-bandung,laporan|sdm|415028|pending data dokumen revisi approved
DOC-0003435,kontrak_pemasaran_202409_8920.txt,150435,2022-02-15,backup-eksternal,kontrak|pemasaran|150435|dokumen approved draft pending
DOC-0001904,kontrak_pemasaran_202305_2774.docx,275919,2024-06-04,backup-eksternal,kontrak|pemasaran|275919|rekap periode data
DOC-0000918,kontrak_teknologi_202204_7172.csv,832339,2024-05-17,ftp-pusat,kontrak|teknologi|832339|approved pending draft
DOC-0000433,surat_keuangan_202312_8935.xml,2425559,2024-10-27,server-arsip-surabaya,surat|keuangan|2425559|dokumen revisi draft data
DOC-0002324,surat_manajemen_202202_0094.png,49222405,2022-07-20,cloud-storage-gcp,surat|manajemen|49222405|periode approved file total dokumen
DOC-0004321,memo_sdm_202406_3725.pdf,275235696,2023-10-04,server-arsip-surabaya,memo|sdm|275235696|data pending rekap
DOC-0004271,backup_manajemen_202302_9565.pdf,287573,2023-09-27,ftp-pusat,backup|manajemen|287573|final approved file
DOC-0002803,kontrak_hukum_202208_7067.json,144085,2022-08-13,server-arsip-bandung,kontrak|hukum|144085|final arsip revisi
DOC-0002131,presentasi_riset_202402_0149.png,118431,2023-09-06,portal-upload-web,presentasi|riset|118431|dokumen total final rekap
DOC-0004409,invoice_pemasaran_202306_8059.json,59105400,2024-04-29,cloud-storage-gcp,invoice|pemasaran|59105400|dokumen approved revisi periode
DOC-0001524,laporan_sdm_202404_9357.jpg,2205140,2024-01-10,backup-eksternal,laporan|sdm|2205140|approved final file
DOC-0000654,gambar_operasional_202409_1964.txt,232727,2022-08-05,nas-lokal-02,gambar|operasional|232727|file rekap revisi final
DOC-0002965,presentasi_riset_202202_8642.xlsx,171529326,2023-07-30,nas-lokal-01,presentasi|riset|171529326|file rekap arsip
DOC-0003307,invoice_manajemen_202212_3927.xml,2740577,2023-12-09,nas-lokal-02,invoice|manajemen|2740577|revisi dokumen draft
DOC-0003037,invoice_pemasaran_202305_3610.docx,313637,2024-10-11,ftp-pusat,invoice|pemasaran|313637|total pending file revisi
DOC-0003261,backup_riset_202403_8943.csv,475230,2022-06-03,cloud-storage-gcp,backup|riset|475230|final approved periode
DOC-0001119,backup_keuangan_202401_1865.xml,1898295,2023-03-01,server-arsip-jakarta,backup|keuangan|1898295|total approved pending draft
DOC-0002098,presentasi_logistik_202412_7080.txt,346368,2022-03-19,server-arsip-surabaya,presentasi|logistik|346368|revisi total data
DUP-0000213,laporan_teknologi_202207_8871.csv,256489,2022-07-17,server-arsip-jakarta,laporan|teknologi|256489|file rekap final total pending
DOC-0002281,invoice_teknologi_202301_5720.csv,10263905,2022-04-17,nas-lokal-02,invoice|teknologi|10263905|pending rekap dokumen total final
DOC-0003964,presentasi_riset_202208_3371.png,3335963,2022-03-27,portal-upload-web,presentasi|riset|3335963|pending periode dokumen
DOC-0000771,backup_operasional_202303_3278.csv,4151334,2022-07-23,nas-lokal-02,backup|operasional|4151334|final file total revisi
DOC-0001444,surat_keuangan_202405_8715.png,2165639,2022-01-18,server-arsip-jakarta,surat|keuangan|2165639|periode data approved
DOC-0003045,invoice_riset_202411_1458.json,14704884,2024-05-25,nas-lokal-01,invoice|riset|14704884|total revisi rekap pending
DOC-0003744,dataset_manajemen_202405_0795.pdf,3568459,2023-12-09,server-arsip-surabaya,dataset|manajemen|3568459|dokumen arsip file
DOC-0002992,surat_keuangan_202209_6621.jpg,287841,2024-06-18,ftp-pusat,surat|keuangan|287841|dokumen final draft total arsip
DUP-0000230,gambar_keuangan_202402_1076.xml,3309037,2024-12-06,server-arsip-bandung,gambar|keuangan|3309037|approved data total revisi pending
DOC-0003304,presentasi_riset_202403_7759.png,109826,2023-12-18,server-arsip-jakarta,presentasi|riset|109826|pending data total
DOC-0001133,invoice_operasional_202410_1065.png,335581,2023-01-30,backup-eksternal,invoice|operasional|335581|draft final periode
DOC-0001928,invoice_logistik_202403_4124.csv,48062507,2024-03-04,cloud-storage-gcp,invoice|logistik|48062507|dokumen file arsip
DOC-0003180,kontrak_teknologi_202410_3813.json,683721,2022-01-30,portal-upload-web,kontrak|teknologi|683721|dokumen arsip approved data total
DOC-0001306,backup_operasional_202206_8147.docx,4446389,2023-10-06,nas-lokal-01,backup|operasional|4446389|total approved data revisi
DOC-0003296,gambar_riset_202305_8716.csv,233428,2023-09-27,nas-lokal-02,gambar|riset|233428|data revisi total rekap
DOC-0001507,laporan_keuangan_202210_6778.txt,96296003,2022-10-09,server-arsip-surabaya,laporan|keuangan|96296003|periode revisi arsip approved
DOC-0002623,kontrak_operasional_202409_1945.json,443119,2024-03-03,server-arsip-jakarta,kontrak|operasional|443119|revisi draft file final total
DOC-0004435,memo_teknologi_202302_0820.csv,11225439,2022-04-19,cloud-storage-aws,memo|teknologi|11225439|data draft pending rekap file
DOC-0002689,backup_operasional_202305_1220.pdf,11435420,2022-12-18,cloud-storage-gcp,backup|operasional|11435420|periode file dokumen data
DOC-0003018,backup_operasional_202409_2822.json,18505376,2023-03-17,server-arsip-surabaya,backup|operasional|18505376|final draft revisi
DOC-0002466,memo_operasional_202202_3251.txt,37747395,2022-12-22,nas-lokal-02,memo|operasional|37747395|file pending data approved revisi
DOC-0001091,gambar_teknologi_202409_4034.zip,61354,2024-03-24,portal-upload-web,gambar|teknologi|61354|draft pending revisi
DOC-0003351,backup_audit_202211_8945.csv,35476127,2023-08-08,ftp-pusat,backup|audit|35476127|approved pending total dokumen data
DOC-0000996,gambar_manajemen_202201_4681.zip,14571504,2023-12-06,cloud-storage-aws,gambar|manajemen|14571504|file revisi total
DOC-0001549,kontrak_pemasaran_202212_3046.xml,4368863,2022-12-15,cloud-storage-aws,kontrak|pemasaran|4368863|arsip pending final revisi
DOC-0001897,invoice_manajemen_202304_2854.docx,251980566,2023-08-26,cloud-storage-gcp,invoice|manajemen|251980566|revisi final file arsip pending
DUP-0000344,dataset_teknologi_202301_4965.zip,3986891,2023-07-23,backup-eksternal,dataset|teknologi|3986891|pending total final rekap
