id,nama_file,ukuran_bytes,tanggal_unggah,sumber,konten
BCH-0002449,presentasi_hukum_202409_2903.jpeg,47576585,2024-08-21,cloud-storage-azure,presentasi_hukum_202409_2903|47576585|data approved rekap
BCH-0001179,laporan_manajemen_202509_1844.jpeg,3209970,2024-03-06,server-arsip-semarang,laporan_manajemen_202509_1844|3209970|pending approved final
BCH-0000205,log_teknologi_202410_9652.jpg,588499,2024-09-24,server-arsip-semarang,log_teknologi_202410_9652|588499|draft revisi pending
BCH-0002032,backup_riset_202507_5357.xml,4989608,2024-03-17,server-arsip-makassar,backup_riset_202507_5357|4989608|arsip periode revisi
BCH-0001627,log_keuangan_202501_5681.xls,24805446,2024-03-08,server-arsip-medan,log_keuangan_202501_5681|24805446|revisi rekap data
BCH-0000754,backup_manajemen_202501_8512.jpg,48419540,2024-10-08,cloud-storage-azure,backup_manajemen_202501_8512|48419540|arsip draft total
BCH-0001813,laporan_teknologi_202407_4347.jpg,94910,2024-11-05,server-arsip-medan,laporan_teknologi_202407_4347|94910|rekap pending arsip
BCH-0000682,dataset_riset_202408_3531.zip,94481,2024-10-07,nas-lokal-03,dataset_riset_202408_3531|94481|draft revisi rekap
BCH-0001159,memo_teknologi_202511_3743.doc,141800,2024-05-23,ftp-cabang,memo_teknologi_202511_3743|141800|pending total approved
BCH-0003786,dataset_manajemen_202507_6828.xls,479406,2024-10-14,cloud-storage-azure,dataset_manajemen_202507_6828|479406|revisi arsip rekap
BCH-0002652,backup_teknologi_202411_4639.jpeg,420855,2024-11-12,portal-upload-mobile,backup_teknologi_202411_4639|420855|arsip approved data
BCH-0003922,surat_manajemen_202506_4473.jpeg,451888,2024-05-20,portal-upload-mobile,surat_manajemen_202506_4473|451888|total revisi pending
BCH-0001498,dataset_operasional_202505_5212.xls,62989,2024-06-19,ftp-cabang,dataset_operasional_202505_5212|62989|approved final arsip
BCH-0003766,invoice_hukum_202403_9947.zip,127307570,2024-03-26,server-arsip-makassar,invoice_hukum_202403_9947|127307570|pending data rekap
BCH-0003715,memo_pemasaran_202501_2696.docx,1771717,2024-08-20,ftp-cabang,memo_pemasaran_202501_2696|1771717|pending data periode
BCH-0000503,dataset_logistik_202512_6706.csv,372151,2024-07-24,portal-upload-mobile,dataset_logistik_202512_6706|372151|periode arsip revisi
BCH-0002429,memo_logistik_202401_7615.csv,228261,2024-12-14,cloud-storage-azure,memo_logistik_202401_7615|228261|revisi total final
BCH-0002534,invoice_manajemen_202503_7241.xml,350188,2024-09-03,nas-lokal-04,invoice_manajemen_202503_7241|350188|total pending revisi
BCH-0003709,gambar_sdm_202409_5726.pdf,3674051,2024-06-09,server-arsip-semarang,gambar_sdm_202409_5726|3674051|final pending approved
BCH-0000130,backup_hukum_202406_2294.zip,2804864,2024-06-25,portal-upload-mobile,backup_hukum_202406_2294|2804864|draft data periode
DUP-0000499,dataset_hukum_202409_2779.jpg,21290175,2024-02-19,server-arsip-surabaya,dataset|hukum|21290175|final file data
BCH-0002968,dataset_sdm_202401_9456.png,35750593,2024-02-06,cloud-storage-azure,dataset_sdm_202401_9456|35750593|draft data rekap
BCH-0000572,memo_teknologi_202412_2662.csv,4016936,2024-03-31,server-arsip-medan,memo_teknologi_202412_2662|4016936|data arsip total
BCH-0001085,invoice_logistik_202401_1646.csv,450900,2024-01-20,server-arsip-makassar,invoice_logistik_202401_1646|450900|final periode approved
BCH-0001212,surat_pemasaran_202511_4962.rar,1377809,2024-08-13,server-arsip-medan,surat_pemasaran_202511_4962|1377809|pending approved final
BCH-0001220,log_pemasaran_202512_0001.pdf,3377282,2024-08-12,ftp-cabang,log_pemasaran_202512_0001|3377282|revisi data pending
BCH-0002513,presentasi_hukum_202402_5938.png,273464,2024-09-12,cloud-storage-azure,presentasi_hukum_202402_5938|273464|data revisi periode
BCH-0003905,surat_riset_202505_7130.docx,25934839,2024-02-27,nas-lokal-04,surat_riset_202505_7130|25934839|draft revisi rekap
BCH-0002343,laporan_pemasaran_202403_7605.jpg,74503,2024-05-28,nas-lokal-03,laporan_pemasaran_202403_7605|74503|arsip data draft
BCH-0003924,laporan_sdm_202409_2975.rar,1284823,2024-11-15,nas-lokal-03,laporan_sdm_202409_2975|1284823|data periode total
BCH-0003875,surat_manajemen_202506_6617.xml,30219473,2024-04-19,portal-upload-mobile,surat_manajemen_202506_6617|30219473|total rekap final
BCH-0003286,memo_manajemen_202404_7108.jpeg,2086612,2024-11-14,server-arsip-medan,memo_manajemen_202404_7108|2086612|data final arsip
BCH-0001875,laporan_pemasaran_202505_2854.doc,30517054,2024-09-01,ftp-cabang,laporan_pemasaran_202505_2854|30517054|arsip rekap draft
BCH-0003120,dataset_pemasaran_202407_8175.rar,103602,2024-10-19,server-arsip-semarang,dataset_pemasaran_202407_8175|103602|total revisi draft
DUP-0000217,kontrak_logistik_202408_8670.zip,210078,2023-05-30,ftp-pusat,kontrak|logistik|210078|data total arsip
BCH-0002040,presentasi_pemasaran_202503_2111.png,248973,2024-10-12,nas-lokal-03,presentasi_pemasaran_202503_2111|248973|final total draft
BCH-0002425,laporan_manajemen_202509_2986.pdf,1934757,2024-03-10,server-arsip-medan,laporan_manajemen_202509_2986|1934757|approved periode arsip
BCH-0001298,memo_pemasaran_202404_3293.png,150743,2024-06-24,ftp-cabang,memo_pemasaran_202404_3293|150743|revisi total final
BCH-0001041,memo_hukum_202407_0046.jpeg,349451,2024-07-09,portal-upload-mobile,memo_hukum_202407_0046|349451|data rekap draft
BCH-0003429,dataset_operasional_202404_9206.docx,2259952,2024-08-04,nas-lokal-03,dataset_operasional_202404_9206|2259952|revisi periode final
BCH-0003411,backup_pemasaran_202405_1925.json,4122478,2024-10-27,cloud-storage-azure,backup_pemasaran_202405_1925|4122478|total draft pending
DUP-0000078,presentasi_audit_202310_9416.png,23941972,2022-09-18,ftp-pusat,presentasi|audit|23941972|approved total draft
BCH-0002725,dataset_teknologi_202507_8071.doc,68333,2024-05-18,server-arsip-semarang,dataset_teknologi_202507_8071|68333|rekap data pending
BCH-0003176,surat_keuangan_202507_8850.pdf,16948814,2024-04-13,server-arsip-semarang,surat_keuangan_202507_8850|16948814|rekap periode final
BCH-0003581,backup_sdm_202506_3299.jpeg,3516943,2024-10-12,server-arsip-medan,backup_sdm_202506_3299|3516943|revisi approved total
BCH-0001935,surat_logistik_202511_1570.jpg,1751057,2024-05-21,server-arsip-semarang,surat_logistik_202511_1570|1751057|pending draft revisi
BCH-0000411,backup_logistik_202407_4624.rar,3523264,2024-12-27,server-arsip-semarang,backup_logistik_202407_4624|3523264|approved draft total
BCH-0001064,presentasi_hukum_202408_9650.jpeg,15519,2024-07-17,ftp-cabang,presentasi_hukum_202408_9650|15519|revisi final periode
BCH-0000221,kontrak_teknologi_202505_1787.xml,225885,2024-05-15,ftp-cabang,kontrak_teknologi_202505_1787|225885|total approved final
BCH-0004140,kontrak_operasional_202407_5949.xls,426603,2024-07-29,server-arsip-medan,kontrak_operasional_202407_5949|426603|arsip periode total
BCH-0001336,gambar_sdm_202409_8050.xlsx,2666197,2024-08-22,ftp-cabang,gambar_sdm_202409_8050|2666197|pending total data
BCH-0003145,laporan_sdm_202408_4983.xls,41637,2024-05-25,server-arsip-medan,laporan_sdm_202408_4983|41637|total rekap final
BCH-0003380,kontrak_sdm_202410_4866.xls,4868934,2024-02-11,nas-lokal-03,kontrak_sdm_202410_4866|4868934|revisi pending periode
BCH-0003378,kontrak_logistik_202508_4629.json,269908,2024-06-29,portal-upload-mobile,kontrak_logistik_202508_4629|269908|arsip draft final
BCH-0001052,log_operasional_202402_4032.xml,28858153,2024-01-16,ftp-cabang,log_operasional_202402_4032|28858153|periode approved draft
BCH-0003745,gambar_manajemen_202404_3771.xlsx,4399343,2024-11-10,nas-lokal-03,gambar_manajemen_202404_3771|4399343|pending arsip periode
BCH-0004403,presentasi_keuangan_202403_0755.xls,35341500,2024-07-15,cloud-storage-azure,presentasi_keuangan_202403_0755|35341500|rekap revisi final
BCH-0003563,dataset_pemasaran_202405_8279.rar,109134,2024-03-31,ftp-cabang,dataset_pemasaran_202405_8279|109134|approved arsip revisi
BCH-0002522,backup_pemasaran_202502_8109.zip,126625,2024-12-27,server-arsip-makassar,backup_pemasaran_202502_8109|126625|approved draft arsip
DUP-0000070,invoice_keuangan_202408_0920.docx,3663928,2022-01-20,server-arsip-surabaya,invoice|keuangan|3663928|pending approved draft
BCH-0003015,kontrak_pemasaran_202403_7313.doc,3993419,2024-06-20,server-arsip-medan,kontrak_pemasaran_202403_7313|3993419|draft final revisi
BCH-0000506,invoice_pemasaran_202412_4218.rar,285772,2024-12-03,ftp-cabang,invoice_pemasaran_202412_4218|285772|periode final revisi
BCH-0003768,kontrak_sdm_202404_8605.xls,27066820,2024-09-08,server-arsip-medan,kontrak_sdm_202404_8605|27066820|approved revisi data
BCH-0001270,memo_logistik_202410_7129.json,495572,2024-07-28,server-arsip-makassar,memo_logistik_202410_7129|495572|final pending data
BCH-0002099,dataset_pemasaran_202509_5135.png,29817934,2024-05-20,nas-lokal-03,dataset_pemasaran_202509_5135|29817934|arsip rekap revisi
BCH-0003106,surat_operasional_202410_7038.jpeg,3727065,2024-09-17,server-arsip-makassar,surat_operasional_202410_7038|3727065|pending draft final
BCH-0003468,kontrak_operasional_202410_2261.xlsx,1371549,2024-09-26,server-arsip-semarang,kontrak_operasional_202410_2261|1371549|arsip total pending
BCH-0002497,backup_manajemen_202412_1911.jpeg,342432,2024-02-05,nas-lokal-03,backup_manajemen_202412_1911|342432|total revisi data
BCH-0001696,invoice_logistik_202406_3927.xls,42630026,2024-12-27,ftp-cabang,invoice_logistik_202406_3927|42630026|arsip total revisi
BCH-0000095,log_keuangan_202506_7337.jpg,459646,2024-12-04,nas-lokal-03,log_keuangan_202506_7337|459646|final revisi approved
BCH-0002929,memo_riset_202408_9831.xml,3909711,2024-10-14,server-arsip-makassar,memo_riset_202408_9831|3909711|approved arsip total
BCH-0001675,memo_audit_202505_6534.xls,361956,2024-12-04,server-arsip-makassar,memo_audit_202505_6534|361956|pending approved draft
BCH-0001925,backup_manajemen_202403_7822.docx,74673,2024-12-10,server-arsip-semarang,backup_manajemen_202403_7822|74673|data revisi periode
BCH-0000332,presentasi_hukum_202502_9136.xml,46123607,2024-12-07,server-arsip-makassar,presentasi_hukum_202502_9136|46123607|pending periode approved
BCH-0004037,memo_logistik_202411_6047.jpg,235326,2024-03-19,ftp-cabang,memo_logistik_202411_6047|235326|periode final approved
BCH-0004166,dataset_manajemen_202409_5968.rar,14233048,2024-06-11,nas-lokal-04,dataset_manajemen_202409_5968|14233048|approved periode data
BCH-0002727,memo_logistik_202403_9184.docx,289187577,2024-05-05,portal-upload-mobile,memo_logistik_202403_9184|289187577|total pending final
BCH-0004163,invoice_teknologi_202401_5676.xls,97509,2024-06-25,server-arsip-semarang,invoice_teknologi_202401_5676|97509|pending draft approved
BCH-0000541,backup_audit_202508_0665.pdf,3975966,2024-11-04,server-arsip-medan,backup_audit_202508_0665|3975966|final data total
BCH-0003112,gambar_audit_202507_1851.doc,3691394,2024-05-19,nas-lokal-03,gambar_audit_202507_1851|3691394|final revisi rekap
DUP-0000442,laporan_sdm_202411_8517.zip,341144,2023-08-29,nas-lokal-02,laporan|sdm|341144|data arsip final draft
BCH-0002848,laporan_teknologi_202406_8429.zip,69504,2024-11-23,nas-lokal-04,laporan_teknologi_202406_8429|69504|pending draft arsip
BCH-0002005,invoice_manajemen_202512_3253.xls,145868,2024-12-01,server-arsip-makassar,invoice_manajemen_202512_3253|145868|revisi periode draft
BCH-0001203,gambar_teknologi_202502_4484.docx,25301583,2024-02-16,portal-upload-mobile,gambar_teknologi_202502_4484|25301583|draft total revisi
BCH-0001216,memo_audit_202408_9846.txt,293392,2024-10-25,cloud-storage-azure,memo_audit_202408_9846|293392|data arsip rekap
BCH-0003580,gambar_operasional_202410_1449.json,13857054,2024-04-17,server-arsip-semarang,gambar_operasional_202410_1449|13857054|data total final
BCH-0000689,laporan_sdm_202511_2761.zip,126146959,2024-03-26,nas-lokal-04,laporan_sdm_202511_2761|126146959|draft rekap periode
BCH-0004448,kontrak_teknologi_202407_3986.zip,318776,2024-09-26,nas-lokal-03,kontrak_teknologi_202407_3986|318776|revisi rekap total
BCH-0000366,backup_logistik_202405_5021.csv,283195,2024-05-15,portal-upload-mobile,backup_logistik_202405_5021|283195|total pending data
BCH-0002543,invoice_keuangan_202410_1937.rar,2228177,2024-09-22,server-arsip-medan,invoice_keuangan_202410_1937|2228177|final arsip approved
BCH-0002621,laporan_keuangan_202406_9892.pdf,278825,2024-05-01,portal-upload-mobile,laporan_keuangan_202406_9892|278825|approved data pending
BCH-0004239,surat_logistik_202406_0295.csv,289463,2024-12-26,cloud-storage-azure,surat_logistik_202406_0295|289463|arsip pending final
BCH-0004307,laporan_teknologi_202501_3093.jpeg,456723543,2024-01-31,server-arsip-makassar,laporan_teknologi_202501_3093|456723543|arsip revisi draft
BCH-0000016,dataset_manajemen_202504_4744.rar,414010,2024-06-16,ftp-cabang,dataset_manajemen_202504_4744|414010|pending draft periode
BCH-0002757,presentasi_audit_202504_5388.json,1997365,2024-07-16,nas-lokal-04,presentasi_audit_202504_5388|1997365|revisi total draft
BCH-0001617,surat_riset_202403_3997.xls,57387,2024-06-23,ftp-cabang,surat_riset_202403_3997|57387|periode final rekap
DUP-0000057,kontrak_operasional_202207_1819.docx,365180,2023-11-25,cloud-storage-aws,kontrak|operasional|365180|pending revisi draft dokumen
BCH-0000793,backup_riset_202408_8784.csv,110282,2024-10-21,server-arsip-makassar,backup_riset_202408_8784|110282|data draft total
BCH-0001575,laporan_operasional_202408_7456.rar,247363,2024-12-31,server-arsip-medan,laporan_operasional_202408_7456|247363|approved revisi periode
DUP-0000145,surat_operasional_202207_3029.png,327992,2023-06-01,backup-eksternal,surat|operasional|327992|draft final total dokumen
BCH-0001882,laporan_keuangan_202512_6561.csv,906367,2024-08-02,nas-lokal-04,laporan_keuangan_202512_6561|906367|revisi pending draft
DUP-0000466,backup_sdm_202202_4835.json,54438,2024-06-29,ftp-pusat,backup|sdm|54438|revisi dokumen rekap pending
