id,nama_file,ukuran_bytes,tanggal_unggah,sumber,konten
DOC-0005025,kontrak_operasional_202402_4661.jpg,3871923,2023-07-07,cloud-storage-gcp,kontrak|operasional|3871923|final rekap periode pending
DOC-0007959,dataset_pemasaran_202408_4177.xml,12377014,2024-10-28,cloud-storage-gcp,dataset|pemasaran|12377014|dokumen draft data final
DOC-0002286,kontrak_riset_202412_5940.zip,38883917,2023-10-31,server-arsip-jakarta,kontrak|riset|38883917|dokumen periode rekap approved
DOC-0008110,surat_audit_202302_9507.jpg,40335475,2023-05-25,backup-eksternal,surat|audit|40335475|data file final
DUP-0000928,memo_teknologi_202204_9188.pdf,2123054,2022-04-25,ftp-pusat,memo|teknologi|2123054|file draft total
DOC-0008537,memo_teknologi_202407_2721.jpg,4401176,2022-03-20,portal-upload-web,memo|teknologi|4401176|rekap revisi draft periode pending
DOC-0004335,dataset_manajemen_202404_0950.xml,812001,2023-10-01,server-arsip-surabaya,dataset|manajemen|812001|rekap pending revisi draft
DOC-0000549,invoice_logistik_202203_1204.png,190979,2022-04-28,backup-eksternal,invoice|logistik|190979|revisi draft file data
DOC-0002491,gambar_riset_202310_0057.json,91092,2022-03-29,backup-eksternal,gambar|riset|91092|rekap dokumen pending
DOC-0001660,log_hukum_202304_1247.xlsx,1182363,2022-01-06,nas-lokal-01,log|hukum|1182363|data total draft
DUP-0000883,presentasi_operasional_202210_0158.png,21591679,2022-12-15,server-arsip-surabaya,presentasi|operasional|21591679|final dokumen periode
DOC-0008862,kontrak_hukum_202401_5495.docx,389970993,2023-08-22,portal-upload-web,kontrak|hukum|389970993|draft approved pending
DOC-0007443,kontrak_hukum_202312_7127.xml,4074139,2022-10-12,nas-lokal-02,kontrak|hukum|4074139|draft data final approved file
DOC-0000518,dataset_operasional_202410_7438.zip,275105,2022-11-14,nas-lokal-02,dataset|operasional|275105|data dokumen total file approved
DOC-0008957,dataset_keuangan_202301_4091.pdf,2049106,2024-11-05,portal-upload-web,dataset|keuangan|2049106|rekap total pending
DOC-0003501,gambar_operasional_202407_3801.png,379365354,2024-09-24,nas-lokal-02,gambar|operasional|379365354|rekap data periode final revisi
DUP-0000470,backup_operasional_202403_7761.json,192486,2024-06-04,backup-eksternal,backup|operasional|192486|total final approved
DOC-0004977,backup_operasional_202412_2983.xml,99869093,2022-06-26,cloud-storage-aws,backup|operasional|99869093|pending data draft
DOC-0006333,laporan_pemasaran_202202_6512.jpg,18375508,2022-03-03,server-arsip-jakarta,laporan|pemasaran|18375508|rekap pending periode
DOC-0003905,dataset_riset_202301_5801.csv,2252520,2022-07-29,backup-eksternal,dataset|riset|2252520|total revisi periode
DOC-0004256,kontrak_manajemen_202309_2145.json,7604026,2024-11-15,cloud-storage-aws,kontrak|manajemen|7604026|final total draft
DOC-0003526,backup_pemasaran_202302_7614.xlsx,234485448,2022-02-28,portal-upload-web,backup|pemasaran|234485448|final rekap arsip file revisi
DOC-0004704,invoice_audit_202206_9968.docx,447595,2024-08-03,backup-eksternal,invoice|audit|447595|arsip data total rekap
DOC-0005321,invoice_operasional_202205_6795.png,5199033,2023-03-10,server-arsip-bandung,invoice|operasional|5199033|periode pending total arsip revisi
DOC-0007880,invoice_teknologi_202409_1705.json,4060396,2023-02-12,server-arsip-surabaya,invoice|teknologi|4060396|final revisi total
DOC-0003492,dataset_operasional_202301_4054.docx,2247475,2022-01-10,nas-lokal-01,dataset|operasional|2247475|total data rekap
DOC-0003025,backup_hukum_202209_0773.png,69769,2023-08-05,nas-lokal-01,backup|hukum|69769|periode draft final
DOC-0003932,presentasi_logistik_202302_7333.xml,3060735,2024-04-06,server-arsip-jakarta,presentasi|logistik|3060735|rekap draft file total
DOC-0008138,backup_audit_202207_9211.png,8082558,2022-06-20,portal-upload-web,backup|audit|8082558|revisi arsip rekap approved draft
DUP-0000977,invoice_pemasaran_202310_8833.csv,202010,2022-05-30,cloud-storage-aws,invoice|pemasaran|202010|arsip rekap dokumen approved pending
DOC-0005625,backup_audit_202205_7252.zip,139844848,2024-03-01,backup-eksternal,backup|audit|139844848|dokumen rekap data
DOC-0008197,memo_riset_202410_6282.json,3053508,2024-12-21,server-arsip-jakarta,memo|riset|3053508|dokumen data draft
DOC-0006102,surat_manajemen_202208_8447.zip,141598,2024-12-30,ftp-pusat,surat|manajemen|141598|file arsip total final
DOC-0006493,log_manajemen_202208_1750.json,42427820,2022-07-23,server-arsip-surabaya,log|manajemen|42427820|final approved pending draft total
DOC-0001820,log_manajemen_202404_7751.json,4742876,2022-08-31,server-arsip-jakarta,log|manajemen|4742876|draft data file
DOC-0005282,dataset_audit_202210_3829.xlsx,3073356,2022-06-10,server-arsip-bandung,dataset|audit|3073356|total rekap file approved revisi
DOC-0002816,laporan_teknologi_202310_2174.xml,113758179,2024-11-28,nas-lokal-02,laporan|teknologi|113758179|data final pending
DOC-0007894,laporan_hukum_202305_7582.zip,272167,2024-09-22,cloud-storage-aws,laporan|hukum|272167|file arsip dokumen revisi
DOC-0008823,gambar_audit_202409_4374.json,457505,2024-10-07,portal-upload-web,gambar|audit|457505|data approved dokumen
DOC-0003776,presentasi_pemasaran_202407_0864.pdf,1034719,2023-08-25,cloud-storage-aws,presentasi|pemasaran|1034719|periode draft revisi file
DOC-0007374,dataset_operasional_202412_0301.csv,445718150,2022-02-08,cloud-storage-aws,dataset|operasional|445718150|revisi total data rekap draft
DOC-0007719,surat_manajemen_202307_3025.docx,296292,2024-12-28,nas-lokal-02,surat|manajemen|296292|total pending dokumen file draft
DOC-0000765,backup_riset_202311_6210.jpg,2635953,2024-11-27,cloud-storage-aws,backup|riset|2635953|total approved file periode
DOC-0000992,memo_sdm_202209_5474.png,4563278,2023-10-04,server-arsip-bandung,memo|sdm|4563278|arsip data pending dokumen
DOC-0002010,surat_audit_202208_5011.xml,63039829,2023-05-15,cloud-storage-gcp,surat|audit|63039829|revisi pending arsip
DOC-0004653,invoice_sdm_202302_2321.json,2111160,2023-04-06,server-arsip-bandung,invoice|sdm|2111160|periode approved revisi data arsip
DUP-0000682,surat_keuangan_202408_8567.xml,3225675,2023-06-24,cloud-storage-gcp,surat|keuangan|3225675|arsip total approved data final
DOC-0003507,presentasi_keuangan_202203_5000.zip,27783096,2022-12-06,cloud-storage-gcp,presentasi|keuangan|27783096|data dokumen final periode rekap
DOC-0002987,memo_hukum_202409_4331.png,46330696,2023-03-23,cloud-storage-aws,memo|hukum|46330696|dokumen arsip periode total rekap
DOC-0003575,log_keuangan_202410_4910.docx,3474751,2023-09-13,portal-upload-web,log|keuangan|3474751|dokumen data revisi
DOC-0006451,surat_logistik_202310_3924.zip,3981027,2024-02-15,portal-upload-web,surat|logistik|3981027|arsip file periode total
DOC-0006881,dataset_riset_202304_2100.csv,20188471,2024-07-24,nas-lokal-02,dataset|riset|20188471|dokumen pending rekap
DOC-0002969,laporan_sdm_202212_2051.pdf,2614450,2023-12-20,server-arsip-bandung,laporan|sdm|2614450|final draft pending
DOC-0001984,kontrak_sdm_202405_9469.csv,404638,2024-02-22,ftp-pusat,kontrak|sdm|404638|approved data final dokumen
DOC-0005642,backup_audit_202410_4519.zip,2765005,2024-02-13,nas-lokal-02,backup|audit|2765005|rekap total file draft revisi
DOC-0005405,gambar_manajemen_202407_1577.png,40142059,2024-04-25,portal-upload-web,gambar|manajemen|40142059|rekap final revisi
DOC-0008743,presentasi_pemasaran_202402_2553.xml,33947,2022-10-15,nas-lokal-01,presentasi|pemasaran|33947|file draft pending rekap
DUP-0000703,gambar_pemasaran_202202_9618.txt,400147,2022-11-01,cloud-storage-aws,gambar|pemasaran|400147|final file draft pending
DOC-0004082,kontrak_operasional_202408_7718.txt,4653077,2023-01-20,portal-upload-web,kontrak|operasional|4653077|periode pending file
DOC-0000440,surat_keuangan_202301_9595.docx,11019919,2023-08-06,cloud-storage-gcp,surat|keuangan|11019919|draft pending total arsip dokumen
DOC-0005916,kontrak_logistik_202205_2315.csv,43897,2022-11-30,nas-lokal-01,kontrak|logistik|43897|dokumen final total periode revisi
DOC-0003875,laporan_keuangan_202401_6116.docx,1375655,2022-08-15,server-arsip-jakarta,laporan|keuangan|1375655|rekap periode revisi pending
DUP-0000984,laporan_logistik_202402_9823.txt,1200315,2023-05-08,nas-lokal-02,laporan|logistik|1200315|data draft arsip
DOC-0007971,surat_manajemen_202306_8590.csv,3408634,2022-03-27,portal-upload-web,surat|manajemen|3408634|arsip total final periode pending
DOC-0000001,kontrak_hukum_202209_6757.docx,292527,2024-11-25,nas-lokal-01,kontrak|hukum|292527|approved revisi final
DOC-0006708,presentasi_operasional_202308_6210.jpg,190394201,2023-02-07,nas-lokal-01,presentasi|operasional|190394201|dokumen draft periode
DOC-0006040,invoice_audit_202307_1734.json,20962,2022-12-13,cloud-storage-aws,invoice|audit|20962|rekap revisi total
DOC-0006381,kontrak_pemasaran_202209_2067.jpg,78019,2022-07-18,cloud-storage-aws,kontrak|pemasaran|78019|dokumen total revisi
DOC-0000120,dataset_sdm_202410_4128.pdf,2224099,2024-09-01,backup-eksternal,dataset|sdm|2224099|arsip draft final rekap pending
DOC-0002482,backup_keuangan_202208_2443.jpg,46903,2023-02-23,portal-upload-web,backup|keuangan|46903|total final approved periode
DOC-0004111,dataset_sdm_202409_1268.jpg,434515,2022-05-17,cloud-storage-gcp,dataset|sdm|434515|draft total file
DOC-0008713,dataset_sdm_202410_0693.txt,218820,2023-05-17,portal-upload-web,dataset|sdm|218820|pending dokumen approved
DOC-0002386,dataset_operasional_202311_7842.xlsx,3936870,2022-05-28,portal-upload-web,dataset|operasional|3936870|data periode arsip
DOC-0007522,log_logistik_202408_1038.txt,429075,2022-01-20,nas-lokal-01,log|logistik|429075|total dokumen revisi
DOC-0000475,invoice_hukum_202404_5939.zip,4129483,2023-09-12,server-arsip-jakarta,invoice|hukum|4129483|periode data draft approved
DOC-0007761,surat_sdm_202402_2598.jpg,447928,2022-02-16,ftp-pusat,surat|sdm|447928|revisi approved draft file data
DOC-0006670,memo_sdm_202307_1176.xlsx,28025030,2022-05-27,cloud-storage-aws,memo|sdm|28025030|data dokumen total revisi
DOC-0008616,dataset_operasional_202402_4650.docx,220373,2022-12-17,nas-lokal-02,dataset|operasional|220373|final approved draft data periode
DUP-0000983,laporan_logistik_202306_0951.jpg,21312815,2023-03-13,nas-lokal-01,laporan|logistik|21312815|pending data periode final
DUP-0000516,backup_hukum_202303_1493.pdf,21557746,2023-02-22,server-arsip-surabaya,backup|hukum|21557746|dokumen file pending periode approved
DOC-0006570,laporan_manajemen_202403_7833.json,3425472,2023-06-26,portal-upload-web,laporan|manajemen|3425472|data approved arsip
DOC-0000740,presentasi_logistik_202411_9224.docx,1342109,2024-09-11,nas-lokal-01,presentasi|logistik|1342109|draft final pending
DOC-0002822,backup_audit_202406_3563.json,394146,2022-09-27,server-arsip-surabaya,backup|audit|394146|rekap arsip approved draft
DOC-0001954,surat_sdm_202206_1301.png,83006,2023-08-06,server-arsip-jakarta,surat|sdm|83006|arsip rekap dokumen
DOC-0002098,surat_audit_202408_4871.png,2644539,2024-06-10,backup-eksternal,surat|audit|2644539|file arsip dokumen
DUP-0000440,gambar_teknologi_202204_8791.xlsx,102810,2022-03-11,nas-lokal-01,gambar|teknologi|102810|approved arsip revisi file
DOC-0007740,log_logistik_202203_8427.jpg,90724,2023-08-24,nas-lokal-02,log|logistik|90724|draft data revisi
DUP-0000720,presentasi_hukum_202202_9825.docx,373163,2022-04-15,ftp-pusat,presentasi|hukum|373163|arsip draft revisi dokumen
DOC-0002733,memo_hukum_202306_7653.zip,43931429,2024-05-07,server-arsip-jakarta,memo|hukum|43931429|total data rekap
DOC-0001380,gambar_manajemen_202401_4433.xml,171896,2023-01-16,server-arsip-bandung,gambar|manajemen|171896|approved revisi data
DOC-0000935,backup_keuangan_202201_2607.docx,4805198,2022-09-12,server-arsip-jakarta,backup|keuangan|4805198|rekap periode draft revisi
DOC-0003045,dataset_audit_202301_2021.docx,270131,2024-09-05,backup-eksternal,dataset|audit|270131|total arsip file
DOC-0005780,dataset_hukum_202203_5558.json,1036828,2022-11-01,portal-upload-web,dataset|hukum|1036828|pending dokumen final approved total
DOC-0000859,laporan_riset_202410_2165.jpg,256431,2022-10-17,server-arsip-surabaya,laporan|riset|256431|pending arsip revisi rekap total
DOC-0002978,gambar_logistik_202412_1769.xml,36310737,2024-09-06,ftp-pusat,gambar|logistik|36310737|pending final approved
DOC-0005538,gambar_operasional_202401_2018.jpg,16199493,2022-02-18,nas-lokal-01,gambar|operasional|16199493|final file data pending
DOC-0007904,memo_logistik_202303_7670.png,7579755,2023-11-28,backup-eksternal,memo|logistik|7579755|draft dokumen periode approved data
DOC-0000791,backup_audit_202308_7632.png,2889687,2023-08-11,portal-upload-web,backup|audit|2889687|data rekap draft
DOC-0007830,kontrak_pemasaran_202202_7092.xlsx,2736240,2022-07-04,server-arsip-surabaya,kontrak|pemasaran|2736240|pending draft approved
DOC-0002285,kontrak_pemasaran_202209_2152.json,35904869,2023-08-13,server-arsip-jakarta,kontrak|pemasaran|35904869|dokumen revisi approved draft
DOC-0006589,log_riset_202404_0711.xlsx,231209,2022-10-19,cloud-storage-gcp,log|riset|231209|total draft data
DOC-0002879,log_operasional_202208_5471.xml,4506164,2024-05-29,server-arsip-bandung,log|operasional|4506164|arsip total final revisi
DOC-0007765,surat_pemasaran_202406_7943.json,325036678,2022-02-15,nas-lokal-02,surat|pemasaran|325036678|total dokumen data
DOC-0006830,gambar_operasional_202303_2540.docx,35749164,2024-02-16,nas-lokal-02,gambar|operasional|35749164|approved pending draft
DOC-0005050,gambar_teknologi_202402_9862.json,1412751,2024-02-27,nas-lokal-02,gambar|teknologi|1412751|pending dokumen data arsip rekap
DOC-0004707,kontrak_sdm_202408_6948.csv,2434225,2022-05-11,nas-lokal-02,kontrak|sdm|2434225|final draft pending rekap total
DOC-0007718,memo_hukum_202405_7097.xml,31979332,2024-03-08,server-arsip-jakarta,memo|hukum|31979332|revisi dokumen arsip total
DOC-0001532,memo_hukum_202310_5617.jpg,497808,2022-04-04,backup-eksternal,memo|hukum|497808|total final file draft rekap
DOC-0003602,laporan_manajemen_202407_2705.docx,448797,2024-11-22,backup-eksternal,laporan|manajemen|448797|data total final draft
DOC-0002060,backup_riset_202201_9657.xml,440206,2024-11-20,cloud-storage-aws,backup|riset|440206|approved data final total
DOC-0004382,laporan_manajemen_202204_3989.jpg,39163659,2023-05-11,cloud-storage-gcp,laporan|manajemen|39163659|file revisi periode dokumen rekap
DOC-0003657,invoice_pemasaran_202409_2910.xlsx,7654393,2024-08-01,cloud-storage-gcp,invoice|pemasaran|7654393|total rekap final dokumen revisi
DOC-0008977,backup_hukum_202305_2404.json,29949163,2024-07-30,server-arsip-surabaya,backup|hukum|29949163|total dokumen approved
DUP-0000637,backup_hukum_202211_5440.txt,4239599,2023-12-31,nas-lokal-02,backup|hukum|4239599|final periode total data arsip
DOC-0007774,memo_operasional_202302_3815.jpg,256091,2024-06-24,server-arsip-bandung,memo|operasional|256091|file dokumen revisi
DOC-0002444,dataset_operasional_202412_1456.txt,2557830,2024-04-09,backup-eksternal,dataset|operasional|2557830|pending data final periode
DOC-0006312,kontrak_operasional_202308_1360.zip,175484,2023-03-10,portal-upload-web,kontrak|operasional|175484|dokumen periode total file
DOC-0005039,log_pemasaran_202301_5549.xml,75016,2024-08-28,cloud-storage-aws,log|pemasaran|75016|arsip rekap pending
DOC-0000697,backup_manajemen_202306_4584.pdf,112160,2023-10-13,cloud-storage-aws,backup|manajemen|112160|data draft pending
DOC-0004099,laporan_audit_202209_7835.jpg,2402666,2024-10-15,nas-lokal-01,laporan|audit|2402666|approved dokumen periode total
DOC-0003804,surat_riset_202408_6828.txt,1798514,2022-01-23,server-arsip-surabaya,surat|riset|1798514|file dokumen final
DUP-0000289,surat_teknologi_202301_2690.csv,404161,2023-12-28,server-arsip-bandung,surat|teknologi|404161|data arsip draft total rekap
DOC-0003920,invoice_keuangan_202204_2003.txt,516585,2024-01-21,cloud-storage-gcp,invoice|keuangan|516585|file data final total dokumen
DUP-0000350,laporan_audit_202202_3738.png,4069087,2022-12-11,nas-lokal-02,laporan|audit|4069087|arsip final revisi total file
DOC-0005065,gambar_audit_202408_7916.xlsx,4453044,2023-02-25,nas-lokal-02,gambar|audit|4453044|data pending arsip periode final
DUP-0000060,laporan_hukum_202207_7708.jpg,205370,2023-02-28,nas-lokal-02,laporan|hukum|205370|rekap total final draft revisi
DOC-0004948,log_riset_202403_0430.xlsx,257608,2022-06-28,nas-lokal-02,log|riset|257608|total periode draft
DOC-0003471,surat_sdm_202212_3698.zip,192218286,2023-03-17,nas-lokal-01,surat|sdm|192218286|data file total pending
DOC-0002802,kontrak_pemasaran_202211_9441.zip,48490324,2022-07-31,cloud-storage-aws,kontrak|pemasaran|48490324|rekap arsip revisi periode
DOC-0000480,laporan_operasional_202311_9588.xlsx,394812,2024-08-17,server-arsip-surabaya,laporan|operasional|394812|revisi total file periode
DOC-0000540,kontrak_teknologi_202202_5597.zip,12819,2023-11-21,portal-upload-web,kontrak|teknologi|12819|periode file revisi dokumen
DOC-0000972,laporan_audit_202410_0518.xml,2594140,2023-08-22,portal-upload-web,laporan|audit|2594140|pending arsip periode
DUP-0000575,gambar_riset_202308_9909.xlsx,21302289,2024-05-05,server-arsip-bandung,gambar|riset|21302289|file rekap pending
DUP-0000687,invoice_keuangan_202307_2825.xml,289288753,2022-08-19,server-arsip-jakarta,invoice|keuangan|289288753|rekap revisi approved pending final
DOC-0003759,presentasi_hukum_202203_8776.csv,2604484,2022-06-10,server-arsip-bandung,presentasi|hukum|2604484|dokumen total periode file rekap
DOC-0008067,gambar_pemasaran_202211_9547.pdf,167148899,2022-10-16,nas-lokal-02,gambar|pemasaran|167148899|rekap final total file
DOC-0005796,surat_teknologi_202303_7037.pdf,3014747,2024-08-20,portal-upload-web,surat|teknologi|3014747|pending periode approved rekap
DOC-0003160,invoice_audit_202301_9666.jpg,6198782,2022-07-23,nas-lokal-02,invoice|audit|6198782|final data file
DOC-0006828,log_pemasaran_202209_8854.json,205935216,2022-10-31,backup-eksternal,log|pemasaran|205935216|data revisi final dokumen periode
DOC-0007087,backup_keuangan_202404_2324.jpg,2498272,2024-07-14,ftp-pusat,backup|keuangan|2498272|total file data approved pending
DOC-0002547,invoice_keuangan_202410_4991.txt,20847110,2022-02-16,cloud-storage-aws,invoice|keuangan|20847110|revisi approved total rekap
DOC-0000614,invoice_pemasaran_202405_2001.xlsx,369617,2024-07-26,server-arsip-bandung,invoice|pemasaran|369617|revisi periode data draft pending
DOC-0003714,kontrak_riset_202407_4697.png,3183986,2024-01-27,server-arsip-surabaya,kontrak|riset|3183986|file approved pending arsip periode
DOC-0008063,laporan_riset_202210_2671.jpg,485287,2024-01-02,backup-eksternal,laporan|riset|485287|rekap draft dokumen
DOC-0003523,presentasi_sdm_202204_0426.xml,338468067,2022-04-15,backup-eksternal,presentasi|sdm|338468067|file approved periode dokumen
DOC-0007114,invoice_audit_202408_1703.xml,2658170,2023-10-08,backup-eksternal,invoice|audit|2658170|final dokumen data
DOC-0008667,dataset_hukum_202303_3850.docx,407102,2024-07-09,cloud-storage-aws,dataset|hukum|407102|data draft final arsip dokumen
DOC-0006489,backup_riset_202408_1215.docx,102117,2023-06-02,nas-lokal-02,backup|riset|102117|dokumen arsip periode file
DOC-0007176,presentasi_manajemen_202312_9950.pdf,3692388,2022-03-07,server-arsip-jakarta,presentasi|manajemen|3692388|pending arsip data periode
DOC-0003581,kontrak_pemasaran_202301_4189.csv,451709,2023-05-05,backup-eksternal,kontrak|pemasaran|451709|periode file total pending dokumen
DOC-0000064,backup_teknologi_202407_3076.csv,3182206,2024-01-10,backup-eksternal,backup|teknologi|3182206|periode data revisi
DOC-0001611,gambar_logistik_202306_4114.txt,39730449,2024-08-05,server-arsip-surabaya,gambar|logistik|39730449|revisi rekap file
DOC-0008319,kontrak_manajemen_202310_4312.pdf,71679,2023-05-13,portal-upload-web,kontrak|manajemen|71679|revisi arsip pending total approved
DOC-0000650,dataset_manajemen_202409_2381.jpg,84920,2023-06-18,server-arsip-bandung,dataset|manajemen|84920|file final periode
DOC-0008631,memo_manajemen_202306_2745.png,21808730,2023-10-20,server-arsip-bandung,memo|manajemen|21808730|final pending data revisi
DOC-0002517,memo_hukum_202407_8105.pdf,392720,2022-12-09,server-arsip-surabaya,memo|hukum|392720|total approved data
DOC-0002792,gambar_sdm_202310_9036.json,4756441,2024-02-18,server-arsip-jakarta,gambar|sdm|4756441|pending file draft
DOC-0001451,laporan_teknologi_202211_5946.jpg,3176951,2024-02-15,nas-lokal-02,laporan|teknologi|3176951|revisi data draft
DOC-0000205,laporan_teknologi_202412_9755.pdf,468136090,2024-11-29,cloud-storage-gcp,laporan|teknologi|468136090|approved revisi final
DOC-0007435,memo_logistik_202304_1495.csv,2413260,2024-10-08,cloud-storage-gcp,memo|logistik|2413260|pending final approved dokumen data
DOC-0006619,memo_teknologi_202406_4801.json,34494253,2023-08-16,server-arsip-bandung,memo|teknologi|34494253|total dokumen rekap final
DOC-0002122,memo_teknologi_202408_9764.csv,3538783,2023-12-28,ftp-pusat,memo|teknologi|3538783|data revisi periode
DUP-0000377,dataset_audit_202207_8871.txt,160356,2023-03-02,backup-eksternal,dataset|audit|160356|data dokumen periode approved draft
DOC-0003947,laporan_operasional_202307_0729.docx,61807,2022-08-04,cloud-storage-aws,laporan|operasional|61807|arsip periode draft
DOC-0000514,invoice_hukum_202303_6468.zip,3227728,2022-06-24,backup-eksternal,invoice|hukum|3227728|arsip periode pending
DOC-0005685,backup_hukum_202411_2590.txt,570181,2023-12-17,cloud-storage-gcp,backup|hukum|570181|total periode rekap
DOC-0006912,log_hukum_202411_0102.docx,10890528,2022-05-24,server-arsip-surabaya,log|hukum|10890528|revisi final approved data
DOC-0006886,gambar_pemasaran_202306_1619.txt,466915,2023-02-21,portal-upload-web,gambar|pemasaran|466915|periode arsip rekap
DOC-0006712,log_teknologi_202401_7300.xml,270040,2022-12-08,ftp-pusat,log|teknologi|270040|approved file rekap final
DOC-0005861,surat_manajemen_202406_3844.txt,149481696,2022-11-11,server-arsip-bandung,surat|manajemen|149481696|approved pending total arsip file
DOC-0001749,backup_operasional_202201_3301.xml,1419149,2022-02-18,cloud-storage-aws,backup|operasional|1419149|approved periode data total
DOC-0004726,kontrak_hukum_202312_4172.pdf,25565329,2022-08-15,server-arsip-surabaya,kontrak|hukum|25565329|revisi draft final dokumen
DOC-0004352,kontrak_audit_202307_2396.zip,201214,2023-02-15,cloud-storage-gcp,kontrak|audit|201214|revisi total dokumen rekap approved
DOC-0007587,laporan_audit_202412_7580.pdf,38898696,2022-03-23,cloud-storage-gcp,laporan|audit|38898696|data revisi dokumen total
DUP-0000403,presentasi_audit_202408_2617.docx,175299,2022-07-14,server-arsip-bandung,presentasi|audit|175299|file dokumen draft data pending
DOC-0008384,kontrak_audit_202401_8253.xml,2255521,2022-04-08,server-arsip-bandung,kontrak|audit|2255521|dokumen revisi arsip final
DOC-0005608,presentasi_teknologi_202202_9635.png,3224655,2023-12-10,nas-lokal-01,presentasi|teknologi|3224655|arsip approved rekap periode revisi
DOC-0008929,invoice_riset_202402_4800.pdf,281785,2022-07-24,server-arsip-bandung,invoice|riset|281785|dokumen rekap file data final
DOC-0000364,log_hukum_202412_0006.xlsx,4703909,2022-05-19,server-arsip-surabaya,log|hukum|4703909|approved dokumen data
DOC-0004960,laporan_operasional_202203_2097.pdf,61722,2024-04-01,server-arsip-bandung,laporan|operasional|61722|dokumen revisi file pending data
DUP-0000957,presentasi_keuangan_202306_0608.docx,483182,2022-02-12,server-arsip-bandung,presentasi|keuangan|483182|pending final file revisi
DOC-0006127,presentasi_pemasaran_202310_0160.xml,213864,2023-10-17,nas-lokal-01,presentasi|pemasaran|213864|arsip file draft rekap
DOC-0003176,log_audit_202309_0247.docx,129091600,2022-07-01,server-arsip-jakarta,log|audit|129091600|pending dokumen total
DOC-0001093,gambar_logistik_202202_8532.xlsx,31015847,2023-04-17,nas-lokal-01,gambar|logistik|31015847|arsip final total pending
DOC-0005226,dataset_keuangan_202403_6609.pdf,43178443,2023-04-02,server-arsip-jakarta,dataset|keuangan|43178443|draft approved final
DOC-0001041,memo_teknologi_202208_8396.pdf,2027005,2022-04-08,server-arsip-surabaya,memo|teknologi|2027005|periode pending revisi arsip rekap
DOC-0007313,laporan_audit_202410_8448.zip,368667,2023-12-30,ftp-pusat,laporan|audit|368667|data final periode
DOC-0000185,laporan_operasional_202311_9482.csv,253964,2024-11-16,server-arsip-bandung,laporan|operasional|253964|data approved revisi periode final
DOC-0007185,kontrak_manajemen_202408_0869.png,466116,2024-05-04,ftp-pusat,kontrak|manajemen|466116|approved draft rekap dokumen arsip
DUP-0000233,log_sdm_202308_2062.zip,940517,2024-01-20,server-arsip-surabaya,log|sdm|940517|total draft dokumen
