id,nama_file,ukuran_bytes,tanggal_unggah,sumber,konten
DOC-0016163,presentasi_pemasaran_202404_8212.json,14396,2022-11-15,server-arsip-jakarta,presentasi|pemasaran|14396|file rekap revisi arsip data
DOC-0015402,laporan_audit_202205_7308.xlsx,254543,2022-11-29,server-arsip-surabaya,laporan|audit|254543|dokumen periode final revisi rekap
DOC-0014353,memo_sdm_202209_6646.jpg,2639328,2024-04-18,backup-eksternal,memo|sdm|2639328|total arsip file pending
DUP-0002126,presentasi_hukum_202203_6912.zip,43773147,2023-10-15,server-arsip-bandung,presentasi|hukum|43773147|total rekap arsip dokumen pending
DOC-0033812,log_keuangan_202409_2646.json,97043,2023-08-02,portal-upload-web,log|keuangan|97043|approved total file pending
DOC-0003346,surat_pemasaran_202409_2074.zip,3572372,2022-08-06,nas-lokal-02,surat|pemasaran|3572372|file final rekap periode
DOC-0015295,log_manajemen_202305_4914.zip,2293577,2024-03-18,cloud-storage-gcp,log|manajemen|2293577|revisi draft file dokumen
DOC-0021375,presentasi_pemasaran_202306_7744.png,41085767,2023-07-31,backup-eksternal,presentasi|pemasaran|41085767|final approved arsip draft
DUP-0000818,invoice_riset_202404_9461.pdf,4927142,2022-02-11,cloud-storage-aws,invoice|riset|4927142|data total dokumen pending revisi
DOC-0010347,presentasi_riset_202209_2277.png,386283,2023-01-16,server-arsip-jakarta,presentasi|riset|386283|pending data rekap
DOC-0014090,invoice_teknologi_202404_3514.jpg,328496,2024-10-30,backup-eksternal,invoice|teknologi|328496|pending revisi approved draft
DOC-0018835,presentasi_keuangan_202404_0103.zip,119627370,2022-03-27,cloud-storage-aws,presentasi|keuangan|119627370|dokumen revisi periode
DOC-0022118,memo_operasional_202304_0071.csv,152201,2024-04-07,nas-lokal-01,memo|operasional|152201|rekap final periode data total
DOC-0043356,dataset_logistik_202206_5924.png,3114098,2022-08-05,server-arsip-jakarta,dataset|logistik|3114098|final approved arsip
DOC-0002882,dataset_riset_202212_9391.docx,2527774,2024-11-04,backup-eksternal,dataset|riset|2527774|data revisi file
DOC-0024754,log_sdm_202407_7857.json,2090787,2024-06-24,cloud-storage-aws,log|sdm|2090787|total periode draft
DUP-0003435,presentasi_manajemen_202307_2732.jpg,2719691,2024-04-17,backup-eksternal,presentasi|manajemen|2719691|dokumen file arsip pending
DOC-0022830,surat_teknologi_202312_6216.jpg,168225,2024-10-19,nas-lokal-02,surat|teknologi|168225|rekap arsip periode pending file
DOC-0028489,dataset_sdm_202212_6585.zip,3900273,2024-03-29,ftp-pusat,dataset|sdm|3900273|total dokumen revisi periode
DOC-0003893,backup_manajemen_202401_2278.docx,128065,2022-05-28,server-arsip-bandung,backup|manajemen|128065|revisi data total
DOC-0042675,dataset_operasional_202206_3931.png,148729,2023-12-13,ftp-pusat,dataset|operasional|148729|periode pending file draft data
DUP-0002326,gambar_sdm_202412_7393.xml,272236,2023-01-18,cloud-storage-aws,gambar|sdm|272236|arsip data dokumen file
DOC-0008043,backup_teknologi_202211_1009.json,2342226,2022-01-30,cloud-storage-aws,backup|teknologi|2342226|arsip revisi periode total rekap
DOC-0000660,invoice_hukum_202308_9611.txt,44051982,2022-09-27,cloud-storage-aws,invoice|hukum|44051982|periode file data arsip
DOC-0041376,memo_operasional_202408_6545.jpg,207428047,2023-04-23,ftp-pusat,memo|operasional|207428047|revisi rekap periode approved
DUP-0004905,invoice_sdm_202406_2871.xlsx,322997,2023-02-04,server-arsip-bandung,invoice|sdm|322997|arsip total rekap
DOC-0037513,backup_teknologi_202409_1051.zip,3725481,2023-02-23,nas-lokal-01,backup|teknologi|3725481|pending periode final rekap
DOC-0014267,kontrak_logistik_202309_4320.xlsx,2832957,2024-07-30,backup-eksternal,kontrak|logistik|2832957|pending revisi data
DOC-0025969,invoice_sdm_202208_3933.pdf,3516990,2022-12-20,ftp-pusat,invoice|sdm|3516990|rekap file pending periode
DUP-0004124,log_logistik_202401_4382.json,108569,2024-03-29,server-arsip-surabaya,log|logistik|108569|periode file final data arsip
DOC-0014284,presentasi_teknologi_202303_0617.docx,276830,2023-10-11,nas-lokal-02,presentasi|teknologi|276830|arsip revisi rekap data
DOC-0011677,backup_pemasaran_202412_5824.zip,107819,2023-12-09,ftp-pusat,backup|pemasaran|107819|rekap data draft arsip
DOC-0044367,kontrak_manajemen_202403_5914.jpg,3562185,2024-03-05,server-arsip-jakarta,kontrak|manajemen|3562185|arsip total file revisi
DOC-0012856,dataset_operasional_202301_8168.xlsx,18159387,2022-05-12,backup-eksternal,dataset|operasional|18159387|pending dokumen draft revisi total
DOC-0039818,backup_hukum_202403_5871.zip,563734,2024-09-08,server-arsip-surabaya,backup|hukum|563734|rekap file final pending periode
DOC-0031673,memo_manajemen_202309_9494.zip,393272869,2023-07-13,nas-lokal-02,memo|manajemen|393272869|rekap total final
DOC-0004140,presentasi_pemasaran_202306_1788.docx,4278726,2023-07-19,backup-eksternal,presentasi|pemasaran|4278726|periode draft total
DOC-0003958,log_pemasaran_202403_0065.zip,1438968,2024-01-04,portal-upload-web,log|pemasaran|1438968|file revisi dokumen final
DOC-0015998,invoice_hukum_202202_0340.txt,192274,2024-01-27,nas-lokal-01,invoice|hukum|192274|arsip revisi rekap periode
DOC-0009914,log_teknologi_202407_4748.txt,3055499,2022-11-16,cloud-storage-gcp,log|teknologi|3055499|periode dokumen arsip final
DOC-0038282,presentasi_operasional_202408_1263.docx,212013368,2023-08-05,server-arsip-jakarta,presentasi|operasional|212013368|approved periode file pending
DUP-0001762,dataset_logistik_202208_7056.txt,183882,2023-05-26,nas-lokal-02,dataset|logistik|183882|revisi dokumen total file approved
DOC-0030419,presentasi_logistik_202311_7482.xml,4838950,2022-11-18,portal-upload-web,presentasi|logistik|4838950|arsip final revisi periode dokumen
DOC-0021447,presentasi_riset_202308_0848.csv,919532,2023-12-14,nas-lokal-01,presentasi|riset|919532|draft pending dokumen approved
DOC-0031132,memo_logistik_202302_9087.pdf,483528,2023-08-30,nas-lokal-01,memo|logistik|483528|arsip data total periode
DOC-0009363,log_riset_202210_3984.csv,78964,2023-04-25,server-arsip-bandung,log|riset|78964|revisi arsip total approved
DOC-0000836,dataset_manajemen_202307_1515.png,466127,2022-04-13,backup-eksternal,dataset|manajemen|466127|periode final total draft
DOC-0021543,surat_riset_202301_9201.zip,119137434,2022-06-23,backup-eksternal,surat|riset|119137434|total periode dokumen pending arsip
DOC-0039682,gambar_teknologi_202404_2985.pdf,3629313,2022-11-25,nas-lokal-01,gambar|teknologi|3629313|rekap approved pending
DOC-0021024,memo_teknologi_202302_2514.json,407882,2024-06-22,ftp-pusat,memo|teknologi|407882|dokumen final arsip
DUP-0003579,backup_operasional_202303_7649.pdf,4511016,2024-03-05,server-arsip-surabaya,backup|operasional|4511016|revisi data final periode
DOC-0028952,backup_audit_202409_2507.png,799029,2023-06-01,cloud-storage-aws,backup|audit|799029|final periode rekap
DUP-0003522,surat_teknologi_202410_7927.jpg,4384413,2022-09-01,ftp-pusat,surat|teknologi|4384413|draft final file pending
DOC-0003628,log_operasional_202311_7426.jpg,4498391,2022-01-06,server-arsip-jakarta,log|operasional|4498391|periode total dokumen pending arsip
DOC-0012895,kontrak_teknologi_202209_1966.txt,849428,2023-03-25,nas-lokal-02,kontrak|teknologi|849428|revisi periode pending approved file
DUP-0002793,kontrak_hukum_202312_6725.png,2748196,2024-04-09,cloud-storage-aws,kontrak|hukum|2748196|final pending dokumen rekap approved
DOC-0044353,surat_manajemen_202212_4826.csv,38601164,2023-11-01,ftp-pusat,surat|manajemen|38601164|revisi periode rekap file approved
DOC-0016220,log_teknologi_202311_5372.csv,1693639,2022-10-14,cloud-storage-aws,log|teknologi|1693639|draft periode pending final data
DOC-0007408,kontrak_logistik_202407_3740.zip,286859279,2024-10-23,nas-lokal-01,kontrak|logistik|286859279|arsip file rekap dokumen total
DOC-0021552,dataset_pemasaran_202203_6825.docx,156377,2024-06-06,backup-eksternal,dataset|pemasaran|156377|arsip data rekap
DOC-0004869,gambar_sdm_202304_1613.zip,12708505,2022-06-18,server-arsip-bandung,gambar|sdm|12708505|approved periode total rekap
DOC-0014182,backup_sdm_202307_6526.png,32284915,2023-11-23,portal-upload-web,backup|sdm|32284915|revisi total draft data pending
DOC-0003257,memo_operasional_202305_6494.docx,34849,2022-10-15,nas-lokal-02,memo|operasional|34849|approved pending final revisi total
DOC-0017076,log_hukum_202307_9258.docx,38462,2022-08-09,nas-lokal-02,log|hukum|38462|draft rekap total
DOC-0011535,log_audit_202409_7626.docx,466386,2022-03-29,portal-upload-web,log|audit|466386|periode draft pending
DOC-0002355,gambar_riset_202301_3072.jpg,292455,2023-05-21,cloud-storage-gcp,gambar|riset|292455|final total rekap
DOC-0023275,laporan_hukum_202310_6939.docx,81790,2023-06-25,backup-eksternal,laporan|hukum|81790|periode approved revisi
DOC-0035573,log_audit_202410_1864.zip,157731,2023-06-23,server-arsip-jakarta,log|audit|157731|total arsip dokumen final
DOC-0000196,log_hukum_202403_3263.txt,4221584,2024-04-01,ftp-pusat,log|hukum|4221584|revisi data dokumen
DOC-0027558,kontrak_operasional_202307_2588.json,16879213,2023-03-22,nas-lokal-02,kontrak|operasional|16879213|dokumen total approved arsip
DOC-0030200,laporan_sdm_202211_4159.xlsx,441871,2022-04-14,nas-lokal-02,laporan|sdm|441871|revisi rekap total approved arsip
DOC-0013472,presentasi_manajemen_202209_4484.xlsx,4711935,2023-01-15,cloud-storage-aws,presentasi|manajemen|4711935|revisi approved final arsip
DUP-0004910,laporan_riset_202301_5989.docx,2847965,2022-06-18,cloud-storage-gcp,laporan|riset|2847965|data total file draft rekap
DOC-0012204,gambar_logistik_202404_5814.json,34980768,2022-03-17,ftp-pusat,gambar|logistik|34980768|periode pending final approved draft
DOC-0029384,backup_audit_202312_9426.png,18450433,2023-07-31,nas-lokal-01,backup|audit|18450433|approved pending final arsip data
DUP-0001004,memo_logistik_202207_4734.docx,27992315,2024-12-19,ftp-pusat,memo|logistik|27992315|revisi arsip file data approved
DOC-0007611,surat_sdm_202402_7670.csv,84848,2024-04-01,server-arsip-bandung,surat|sdm|84848|periode file arsip approved final
DOC-0030080,kontrak_audit_202311_4996.pdf,1193886,2023-05-04,cloud-storage-aws,kontrak|audit|1193886|pending dokumen data
DOC-0031654,kontrak_operasional_202403_7406.docx,3208010,2024-10-26,server-arsip-jakarta,kontrak|operasional|3208010|approved dokumen rekap pending
DOC-0038644,memo_audit_202409_4353.jpg,1719871,2024-02-10,portal-upload-web,memo|audit|1719871|periode arsip draft total
DOC-0011134,presentasi_operasional_202311_9815.xlsx,281001,2022-04-15,nas-lokal-02,presentasi|operasional|281001|final approved data draft
DOC-0008155,presentasi_audit_202409_6497.xlsx,4762278,2024-11-30,ftp-pusat,presentasi|audit|4762278|periode file final
DOC-0010151,dataset_sdm_202412_0253.txt,4758991,2024-01-23,portal-upload-web,dataset|sdm|4758991|data total revisi
DOC-0041364,kontrak_operasional_202304_8870.txt,326944,2023-05-24,server-arsip-bandung,kontrak|operasional|326944|file revisi approved final arsip
DOC-0008786,invoice_keuangan_202311_4079.xlsx,97228882,2022-11-04,server-arsip-bandung,invoice|keuangan|97228882|dokumen total pending
DOC-0035064,backup_audit_202204_5066.zip,22918,2023-10-14,server-arsip-jakarta,backup|audit|22918|dokumen periode rekap pending data
DUP-0004129,dataset_operasional_202404_8352.pdf,92374,2023-01-29,backup-eksternal,dataset|operasional|92374|arsip final data approved
DUP-0004152,log_operasional_202411_4896.zip,2003448,2023-03-22,backup-eksternal,log|operasional|2003448|data dokumen arsip
DOC-0000536,laporan_hukum_202303_5030.csv,247316,2022-06-11,nas-lokal-02,laporan|hukum|247316|total final pending approved
DOC-0038599,laporan_hukum_202208_9444.docx,14306693,2024-03-09,server-arsip-surabaya,laporan|hukum|14306693|pending file periode
DOC-0035431,kontrak_keuangan_202409_9110.pdf,244879,2023-03-19,server-arsip-bandung,kontrak|keuangan|244879|rekap data total file
DOC-0013735,dataset_logistik_202205_4715.csv,1685905,2023-11-03,cloud-storage-aws,dataset|logistik|1685905|dokumen draft file periode
DOC-0036159,memo_audit_202406_7353.xml,1623658,2022-12-16,server-arsip-bandung,memo|audit|1623658|periode arsip revisi total
DOC-0013469,backup_pemasaran_202409_2660.txt,108296,2023-11-27,cloud-storage-aws,backup|pemasaran|108296|draft arsip approved pending
DOC-0017171,laporan_operasional_202407_7143.xml,363818,2024-08-03,cloud-storage-gcp,laporan|operasional|363818|approved total dokumen data
DOC-0020694,log_hukum_202206_9356.zip,21904474,2022-09-11,server-arsip-bandung,log|hukum|21904474|data periode arsip revisi
DUP-0001302,log_manajemen_202309_3860.pdf,349040,2022-06-18,nas-lokal-02,log|manajemen|349040|approved draft rekap
DOC-0030153,gambar_manajemen_202208_0763.xml,432763,2022-02-11,backup-eksternal,gambar|manajemen|432763|approved file dokumen
DOC-0001423,log_manajemen_202405_0266.csv,31095492,2022-02-27,cloud-storage-aws,log|manajemen|31095492|arsip final file total
DOC-0000374,backup_teknologi_202306_1703.pdf,3551148,2022-12-13,cloud-storage-aws,backup|teknologi|3551148|draft dokumen total
DUP-0003156,gambar_pemasaran_202204_4447.txt,57417,2024-01-21,nas-lokal-02,gambar|pemasaran|57417|approved file total periode
DOC-0044468,surat_keuangan_202410_0178.csv,2866980,2024-11-28,server-arsip-bandung,surat|keuangan|2866980|pending periode arsip final
DOC-0037362,laporan_audit_202405_6598.xlsx,202401806,2023-01-24,portal-upload-web,laporan|audit|202401806|data periode file
DOC-0018090,dataset_audit_202210_0454.jpg,39071671,2023-01-22,ftp-pusat,dataset|audit|39071671|periode revisi data file total
DOC-0021423,dataset_operasional_202310_4771.zip,2031933,2022-08-22,backup-eksternal,dataset|operasional|2031933|revisi periode approved arsip
DOC-0014749,invoice_keuangan_202408_1574.jpg,93946,2023-05-28,cloud-storage-aws,invoice|keuangan|93946|data total arsip
DOC-0036363,log_pemasaran_202203_6643.jpg,315137,2024-11-07,nas-lokal-01,log|pemasaran|315137|total rekap pending
DUP-0002444,memo_teknologi_202404_1512.jpg,13412416,2024-07-18,cloud-storage-gcp,memo|teknologi|13412416|draft file arsip
DOC-0022041,invoice_operasional_202307_4244.pdf,9381948,2023-04-25,server-arsip-jakarta,invoice|operasional|9381948|draft pending total
DOC-0008777,gambar_hukum_202405_7733.xml,188259,2024-11-09,nas-lokal-02,gambar|hukum|188259|pending rekap data file
DOC-0001225,backup_logistik_202304_3955.json,222166,2024-11-11,nas-lokal-02,backup|logistik|222166|approved rekap arsip revisi
DOC-0014865,dataset_riset_202309_0082.pdf,330321,2022-07-01,portal-upload-web,dataset|riset|330321|draft periode arsip revisi
DOC-0037430,presentasi_manajemen_202208_1587.json,14131,2023-11-18,cloud-storage-gcp,presentasi|manajemen|14131|arsip periode approved total rekap
DOC-0031803,log_pemasaran_202210_9092.zip,1799967,2023-10-02,portal-upload-web,log|pemasaran|1799967|data total revisi dokumen pending
DOC-0003445,invoice_riset_202407_0588.jpg,214301,2023-10-20,portal-upload-web,invoice|riset|214301|pending file periode approved data
DOC-0018690,invoice_riset_202206_5586.json,55966,2023-12-21,cloud-storage-gcp,invoice|riset|55966|revisi dokumen total periode
DOC-0015435,surat_sdm_202407_7010.csv,463394047,2024-09-13,server-arsip-jakarta,surat|sdm|463394047|draft dokumen approved periode revisi
DOC-0041247,invoice_pemasaran_202411_6246.txt,103357,2022-06-26,backup-eksternal,invoice|pemasaran|103357|draft arsip rekap pending
DOC-0005831,surat_manajemen_202312_2869.jpg,61954242,2022-11-02,backup-eksternal,surat|manajemen|61954242|total arsip draft periode data
DOC-0024917,memo_teknologi_202211_6473.xml,532463,2023-06-27,nas-lokal-02,memo|teknologi|532463|final dokumen arsip total periode
DOC-0040787,invoice_pemasaran_202202_1102.pdf,109910725,2024-10-23,ftp-pusat,invoice|pemasaran|109910725|final total periode approved revisi
DOC-0033682,memo_riset_202307_6022.xlsx,337991,2023-01-29,ftp-pusat,memo|riset|337991|final dokumen pending
DOC-0010568,gambar_pemasaran_202403_6641.docx,445324,2022-09-14,ftp-pusat,gambar|pemasaran|445324|periode revisi data
DOC-0041947,surat_hukum_202306_9620.xml,358325,2022-04-06,nas-lokal-01,surat|hukum|358325|total file final arsip
DOC-0004909,gambar_teknologi_202312_3641.csv,3621573,2022-03-14,cloud-storage-gcp,gambar|teknologi|3621573|final dokumen file rekap draft
DOC-0002819,laporan_sdm_202407_8041.xlsx,14066698,2024-01-22,cloud-storage-aws,laporan|sdm|14066698|dokumen final periode arsip total
DOC-0027798,gambar_pemasaran_202209_8010.png,151306,2024-02-18,backup-eksternal,gambar|pemasaran|151306|file data approved periode rekap
DOC-0002837,gambar_riset_202209_4698.docx,313505,2022-01-07,server-arsip-surabaya,gambar|riset|313505|final periode data
DUP-0000112,memo_pemasaran_202202_7236.xlsx,24217947,2022-09-07,portal-upload-web,memo|pemasaran|24217947|pending dokumen rekap data final
DOC-0019901,gambar_hukum_202309_7675.pdf,36412625,2023-02-13,server-arsip-bandung,gambar|hukum|36412625|final revisi data dokumen file
DUP-0002869,log_riset_202202_8446.jpg,4095935,2023-06-05,cloud-storage-aws,log|riset|4095935|arsip data pending
DOC-0039188,backup_logistik_202208_5296.jpg,2295241,2022-07-10,server-arsip-jakarta,backup|logistik|2295241|periode data rekap
DOC-0007924,invoice_teknologi_202303_6142.xml,3628964,2023-10-23,server-arsip-surabaya,invoice|teknologi|3628964|rekap periode pending data arsip
DOC-0010587,memo_sdm_202203_5274.pdf,480494,2023-03-27,backup-eksternal,memo|sdm|480494|arsip dokumen pending
DOC-0042286,laporan_sdm_202205_3218.xml,420355,2024-10-13,cloud-storage-aws,laporan|sdm|420355|approved total arsip periode
DOC-0033619,backup_logistik_202204_8557.docx,395442,2022-11-13,nas-lokal-01,backup|logistik|395442|file final pending
DOC-0021850,memo_operasional_202210_5110.docx,2734824,2022-07-26,server-arsip-surabaya,memo|operasional|2734824|pending periode data
DOC-0013672,dataset_riset_202408_2268.zip,3023038,2023-09-26,nas-lokal-01,dataset|riset|3023038|revisi dokumen pending file approved
DOC-0033216,memo_audit_202301_9582.pdf,204215,2024-04-19,backup-eksternal,memo|audit|204215|dokumen approved pending periode arsip
DOC-0038616,backup_pemasaran_202305_1794.xlsx,202523,2022-11-03,nas-lokal-02,backup|pemasaran|202523|final revisi file periode total
DUP-0000023,laporan_keuangan_202406_4799.json,478853,2023-07-18,ftp-pusat,laporan|keuangan|478853|draft pending final total
DUP-0000637,invoice_teknologi_202405_1528.txt,270376,2022-12-24,cloud-storage-gcp,invoice|teknologi|270376|arsip draft final data pending
DOC-0010840,surat_riset_202202_5993.pdf,77703,2024-12-21,nas-lokal-01,surat|riset|77703|revisi data rekap total draft
DOC-0004020,invoice_keuangan_202305_2882.jpg,14753887,2023-06-18,cloud-storage-gcp,invoice|keuangan|14753887|total arsip approved pending
DOC-0013659,gambar_teknologi_202204_1588.png,397216,2023-04-27,server-arsip-jakarta,gambar|teknologi|397216|final file pending
DUP-0003511,kontrak_hukum_202312_4286.png,45954209,2022-12-20,nas-lokal-02,kontrak|hukum|45954209|data approved dokumen
DOC-0013993,kontrak_keuangan_202405_7171.png,58160,2022-12-11,server-arsip-surabaya,kontrak|keuangan|58160|arsip pending approved revisi
DOC-0006344,surat_teknologi_202308_7933.xml,51729521,2024-12-05,backup-eksternal,surat|teknologi|51729521|data arsip periode
DOC-0011606,laporan_audit_202306_7880.jpg,12052972,2022-07-02,server-arsip-bandung,laporan|audit|12052972|arsip dokumen rekap approved final
DOC-0043596,laporan_riset_202410_1966.zip,3215371,2024-01-28,nas-lokal-02,laporan|riset|3215371|approved draft pending
DOC-0025730,log_sdm_202404_2213.json,225013,2022-05-01,backup-eksternal,log|sdm|225013|draft arsip total
DOC-0025845,laporan_hukum_202404_0990.xml,264097,2022-09-29,server-arsip-surabaya,laporan|hukum|264097|pending draft approved
DOC-0034860,kontrak_riset_202301_7149.csv,144994,2023-02-03,ftp-pusat,kontrak|riset|144994|rekap draft dokumen
DOC-0038088,memo_riset_202210_2242.docx,906954,2023-07-15,backup-eksternal,memo|riset|906954|approved periode file draft dokumen
DOC-0029483,kontrak_manajemen_202201_1051.zip,2724927,2024-04-01,cloud-storage-gcp,kontrak|manajemen|2724927|revisi final arsip dokumen
DOC-0020867,dataset_sdm_202401_0076.xlsx,205799,2022-09-21,cloud-storage-aws,dataset|sdm|205799|dokumen arsip draft file approved
DOC-0005234,laporan_sdm_202204_9247.pdf,178042,2023-12-15,nas-lokal-01,laporan|sdm|178042|file approved data
DOC-0025714,surat_pemasaran_202405_8356.jpg,1900982,2024-06-18,cloud-storage-aws,surat|pemasaran|1900982|total final rekap revisi
DUP-0000812,presentasi_sdm_202405_3538.xlsx,14596353,2022-10-13,nas-lokal-01,presentasi|sdm|14596353|file data draft revisi total
DOC-0011705,surat_teknologi_202409_2320.xlsx,176059468,2023-04-06,portal-upload-web,surat|teknologi|176059468|draft data dokumen
DUP-0003620,kontrak_riset_202206_7236.png,437782,2022-04-24,nas-lokal-01,kontrak|riset|437782|data total final
DOC-0012390,invoice_keuangan_202408_6479.csv,2236033,2023-03-03,nas-lokal-02,invoice|keuangan|2236033|total draft arsip data
DOC-0021409,kontrak_teknologi_202206_1835.csv,218256,2022-12-25,nas-lokal-02,kontrak|teknologi|218256|draft final total pending
DOC-0021708,kontrak_operasional_202406_6782.png,237345,2024-08-11,server-arsip-jakarta,kontrak|operasional|237345|draft approved file data
DOC-0041703,kontrak_keuangan_202404_9011.pdf,419948,2023-03-06,server-arsip-bandung,kontrak|keuangan|419948|final approved data
DOC-0016135,surat_manajemen_202204_5922.xml,486204,2023-12-01,server-arsip-bandung,surat|manajemen|486204|draft approved final revisi
DOC-0032066,invoice_keuangan_202308_7331.txt,55007,2023-07-26,nas-lokal-02,invoice|keuangan|55007|total rekap revisi dokumen pending
DOC-0029099,surat_audit_202409_5208.xlsx,1408157,2023-03-17,nas-lokal-01,surat|audit|1408157|rekap periode data
DOC-0016076,laporan_manajemen_202201_3152.json,425638,2024-06-17,cloud-storage-gcp,laporan|manajemen|425638|data total dokumen rekap
DOC-0002239,laporan_audit_202303_2952.jpg,32847313,2022-03-15,server-arsip-surabaya,laporan|audit|32847313|total revisi rekap approved periode
DOC-0037725,presentasi_hukum_202311_0691.jpg,1932239,2024-01-31,cloud-storage-gcp,presentasi|hukum|1932239|periode data total draft
DOC-0005319,gambar_sdm_202309_2079.docx,27737112,2023-09-28,nas-lokal-02,gambar|sdm|27737112|dokumen data approved pending
DUP-0004934,memo_pemasaran_202204_5032.jpg,1485957,2024-01-27,nas-lokal-02,memo|pemasaran|1485957|dokumen periode total file final
DOC-0017999,presentasi_pemasaran_202203_7122.txt,33402902,2022-08-25,server-arsip-bandung,presentasi|pemasaran|33402902|arsip rekap data dokumen
DOC-0035331,memo_logistik_202207_3692.docx,917093,2024-02-26,cloud-storage-gcp,memo|logistik|917093|arsip revisi total rekap final
DOC-0020044,invoice_manajemen_202307_3973.xml,2927816,2023-07-03,server-arsip-bandung,invoice|manajemen|2927816|dokumen pending revisi
DOC-0009942,backup_keuangan_202311_0515.csv,48106446,2024-10-21,cloud-storage-gcp,backup|keuangan|48106446|approved periode draft
DUP-0001414,presentasi_riset_202404_5845.pdf,19059,2024-08-09,server-arsip-bandung,presentasi|riset|19059|periode dokumen revisi total draft
DOC-0038486,backup_manajemen_202408_7972.docx,173583,2024-01-02,ftp-pusat,backup|manajemen|173583|periode arsip approved data
DOC-0034875,presentasi_riset_202410_9630.json,217961,2024-05-25,server-arsip-surabaya,presentasi|riset|217961|file arsip periode draft
