id,nama_file,ukuran_bytes,tanggal_unggah,sumber,konten
DOC-0067898,dataset_teknologi_202408_9353.csv,2609251,2022-03-23,nas-lokal-01,dataset|teknologi|2609251|final approved data file
DOC-0035828,memo_operasional_202307_3194.jpg,2604216,2023-04-01,cloud-storage-gcp,memo|operasional|2604216|revisi arsip data
DOC-0089192,backup_logistik_202406_3641.zip,2909792,2024-03-13,nas-lokal-01,backup|logistik|2909792|draft data approved
DUP-0001428,invoice_keuangan_202206_7584.pdf,1348706,2024-09-04,cloud-storage-gcp,invoice|keuangan|1348706|total dokumen pending rekap
DOC-0046439,memo_riset_202405_5118.json,4817594,2024-02-20,server-arsip-jakarta,memo|riset|4817594|approved rekap draft
DOC-0085538,surat_audit_202409_9830.pdf,189159,2024-10-15,ftp-pusat,surat|audit|189159|revisi arsip final total
DOC-0027225,invoice_pemasaran_202302_8785.docx,2435655,2022-05-13,cloud-storage-aws,invoice|pemasaran|2435655|approved dokumen revisi final file
DOC-0088685,presentasi_pemasaran_202305_1010.xlsx,281741,2023-02-15,cloud-storage-aws,presentasi|pemasaran|281741|file rekap final draft
DOC-0083866,presentasi_audit_202201_7453.jpg,1138355,2023-07-19,nas-lokal-01,presentasi|audit|1138355|periode dokumen file revisi
DOC-0074207,log_keuangan_202402_9339.pdf,1547979,2023-01-27,ftp-pusat,log|keuangan|1547979|periode rekap dokumen total
DOC-0084279,dataset_teknologi_202408_1739.zip,3421563,2023-08-19,server-arsip-bandung,dataset|teknologi|3421563|dokumen data arsip
DOC-0033323,memo_teknologi_202302_7246.xml,11002884,2023-06-24,server-arsip-surabaya,memo|teknologi|11002884|total file rekap
DUP-0000242,backup_manajemen_202307_7703.jpg,846375,2024-12-13,cloud-storage-aws,backup|manajemen|846375|dokumen rekap draft file
DOC-0061533,kontrak_sdm_202404_8444.xml,1244691,2023-07-27,ftp-pusat,kontrak|sdm|1244691|approved dokumen pending
DOC-0067346,laporan_logistik_202307_6551.txt,1302866,2023-05-30,server-arsip-surabaya,laporan|logistik|1302866|pending dokumen final
DOC-0024347,log_operasional_202210_3284.json,46322315,2023-04-29,cloud-storage-gcp,log|operasional|46322315|pending dokumen rekap draft
DUP-0000372,log_pemasaran_202311_9395.txt,4937730,2023-09-05,cloud-storage-gcp,log|pemasaran|4937730|dokumen periode draft
DOC-0008169,dataset_audit_202412_8426.xlsx,710008,2023-10-11,ftp-pusat,dataset|audit|710008|draft rekap data approved
DOC-0087842,gambar_manajemen_202305_6343.pdf,3418806,2022-06-14,cloud-storage-gcp,gambar|manajemen|3418806|arsip final data pending file
DUP-0003949,kontrak_manajemen_202305_7742.txt,43516911,2022-07-25,backup-eksternal,kontrak|manajemen|43516911|approved data rekap final periode
DOC-0030363,presentasi_audit_202209_6746.csv,467032,2022-09-08,portal-upload-web,presentasi|audit|467032|file rekap arsip
DOC-0073019,memo_hukum_202304_2759.jpg,115653,2022-09-12,cloud-storage-aws,memo|hukum|115653|dokumen arsip rekap revisi draft
DOC-0049666,gambar_sdm_202307_9603.xlsx,3404059,2023-08-10,server-arsip-bandung,gambar|sdm|3404059|dokumen data total periode
DOC-0055562,laporan_pemasaran_202212_4292.pdf,427126,2023-10-05,ftp-pusat,laporan|pemasaran|427126|approved file rekap total
DOC-0046476,invoice_manajemen_202212_0437.txt,23849,2024-11-08,portal-upload-web,invoice|manajemen|23849|draft pending rekap
DOC-0052293,memo_sdm_202409_2813.json,347714,2024-07-28,nas-lokal-01,memo|sdm|347714|periode approved arsip
DOC-0061296,dataset_teknologi_202405_4288.txt,3786196,2022-07-25,cloud-storage-aws,dataset|teknologi|3786196|revisi dokumen file draft
DUP-0003438,invoice_teknologi_202405_6403.xlsx,2672014,2023-04-30,server-arsip-surabaya,invoice|teknologi|2672014|arsip pending data periode approved
DOC-0024141,dataset_pemasaran_202201_1359.png,1258577,2024-06-09,portal-upload-web,dataset|pemasaran|1258577|pending periode draft
DUP-0002738,invoice_manajemen_202302_6196.json,17726,2022-10-22,server-arsip-jakarta,invoice|manajemen|17726|rekap data pending
DOC-0074956,dataset_pemasaran_202210_9449.jpg,497825,2024-11-01,server-arsip-surabaya,dataset|pemasaran|497825|revisi final rekap approved periode
DOC-0032676,kontrak_operasional_202309_6239.docx,2283123,2023-07-13,portal-upload-web,kontrak|operasional|2283123|revisi periode dokumen
DOC-0038770,surat_manajemen_202406_5691.txt,37991992,2023-11-27,portal-upload-web,surat|manajemen|37991992|periode total rekap draft arsip
DUP-0007289,dataset_teknologi_202301_3411.jpg,1235124,2023-12-17,server-arsip-jakarta,dataset|teknologi|1235124|final data total draft
DOC-0078871,surat_riset_202305_6477.png,8216401,2023-01-01,cloud-storage-gcp,surat|riset|8216401|revisi approved data rekap
DOC-0082852,memo_manajemen_202306_9819.png,3431021,2022-04-17,server-arsip-surabaya,memo|manajemen|3431021|rekap file total pending
DUP-0005453,gambar_hukum_202306_7638.pdf,221475,2022-03-31,server-arsip-bandung,gambar|hukum|221475|total periode arsip data
DOC-0057207,invoice_audit_202310_1158.zip,3872221,2022-10-06,portal-upload-web,invoice|audit|3872221|draft data rekap
DOC-0028500,laporan_audit_202401_8843.pdf,294477,2024-06-27,server-arsip-jakarta,laporan|audit|294477|dokumen arsip pending approved
DOC-0029164,laporan_teknologi_202407_0178.zip,3716133,2023-01-06,nas-lokal-01,laporan|teknologi|3716133|arsip total rekap draft file
DOC-0023966,surat_riset_202409_7899.zip,252185250,2024-01-18,ftp-pusat,surat|riset|252185250|draft final periode
DOC-0071015,gambar_operasional_202401_3147.jpg,228042,2024-01-28,ftp-pusat,gambar|operasional|228042|arsip revisi data
DOC-0008586,laporan_manajemen_202403_1423.xml,592302,2024-08-31,ftp-pusat,laporan|manajemen|592302|revisi dokumen approved draft
DOC-0070665,backup_pemasaran_202206_0848.json,312368,2022-02-13,server-arsip-bandung,backup|pemasaran|312368|approved data periode
DOC-0033249,memo_sdm_202302_6537.xlsx,227426,2022-08-18,backup-eksternal,memo|sdm|227426|periode data rekap dokumen
DUP-0002594,presentasi_audit_202201_4252.docx,212458,2022-04-02,backup-eksternal,presentasi|audit|212458|data rekap periode revisi file
DOC-0065710,gambar_audit_202210_0598.png,3831082,2022-11-13,ftp-pusat,gambar|audit|3831082|final data file arsip
DOC-0050738,kontrak_riset_202306_7357.jpg,10328311,2024-10-02,server-arsip-bandung,kontrak|riset|10328311|file data arsip
DOC-0062203,invoice_pemasaran_202305_9443.docx,31278,2022-05-06,nas-lokal-02,invoice|pemasaran|31278|dokumen total rekap data
DOC-0061883,dataset_sdm_202209_7569.csv,3830828,2024-03-18,cloud-storage-gcp,dataset|sdm|3830828|arsip periode draft approved revisi
DOC-0068639,laporan_keuangan_202302_4577.docx,1754612,2022-05-18,nas-lokal-01,laporan|keuangan|1754612|arsip file total final pending
DOC-0039969,gambar_operasional_202405_6379.png,425861,2022-04-14,server-arsip-surabaya,gambar|operasional|425861|revisi draft file final periode
DUP-0006922,dataset_teknologi_202206_1248.xlsx,2573879,2023-12-29,ftp-pusat,dataset|teknologi|2573879|periode approved total arsip
DOC-0058157,laporan_hukum_202309_6046.jpg,61440,2023-06-21,portal-upload-web,laporan|hukum|61440|revisi total file rekap
DOC-0053346,backup_sdm_202211_2429.xml,281202,2024-01-20,server-arsip-bandung,backup|sdm|281202|arsip periode final pending
DOC-0000858,kontrak_manajemen_202409_7001.jpg,1115395,2024-04-25,backup-eksternal,kontrak|manajemen|1115395|dokumen periode approved draft
DOC-0056993,dataset_audit_202309_7439.xml,2942557,2024-10-11,ftp-pusat,dataset|audit|2942557|arsip rekap data draft
DOC-0062468,backup_keuangan_202211_7768.xml,4168200,2022-09-07,nas-lokal-02,backup|keuangan|4168200|pending rekap dokumen data revisi
DOC-0011747,backup_logistik_202212_4700.txt,2332711,2023-06-25,cloud-storage-gcp,backup|logistik|2332711|draft revisi final periode arsip
DOC-0033657,memo_manajemen_202412_9989.zip,339013,2024-02-20,nas-lokal-01,memo|manajemen|339013|final dokumen file
DOC-0015278,laporan_hukum_202207_6362.png,41019,2022-01-21,server-arsip-surabaya,laporan|hukum|41019|arsip draft final
DOC-0077519,kontrak_logistik_202206_3580.xml,448905,2022-11-27,nas-lokal-01,kontrak|logistik|448905|pending dokumen file rekap
DOC-0061674,log_teknologi_202411_9553.pdf,197262188,2023-06-28,nas-lokal-01,log|teknologi|197262188|total rekap draft periode
DOC-0041400,presentasi_hukum_202207_2167.xml,4559383,2023-11-26,server-arsip-jakarta,presentasi|hukum|4559383|periode final rekap total
DOC-0077889,surat_audit_202212_6136.docx,477392,2023-09-17,server-arsip-jakarta,surat|audit|477392|final dokumen arsip file
DOC-0041954,log_keuangan_202210_8553.json,136695,2022-07-21,backup-eksternal,log|keuangan|136695|final dokumen rekap revisi
DOC-0043038,dataset_riset_202411_3602.pdf,38595423,2023-12-19,portal-upload-web,dataset|riset|38595423|periode data pending
DOC-0034759,surat_audit_202410_4583.zip,1324279,2023-05-02,server-arsip-bandung,surat|audit|1324279|arsip file draft dokumen
DOC-0007243,backup_riset_202403_5232.png,439079,2023-04-26,cloud-storage-aws,backup|riset|439079|file draft periode rekap total
DOC-0034430,laporan_sdm_202206_9514.docx,2472945,2024-10-21,nas-lokal-01,laporan|sdm|2472945|final revisi draft periode total
DOC-0048248,presentasi_audit_202204_9820.png,189065,2024-09-09,cloud-storage-gcp,presentasi|audit|189065|pending file revisi
DOC-0015176,backup_logistik_202308_2782.pdf,100368,2023-05-22,backup-eksternal,backup|logistik|100368|dokumen arsip file
DOC-0057870,memo_audit_202204_9510.txt,1321432,2024-01-06,backup-eksternal,memo|audit|1321432|rekap pending draft
DOC-0069919,memo_operasional_202411_4322.csv,221840,2023-09-13,nas-lokal-02,memo|operasional|221840|periode data final pending
DOC-0004487,presentasi_teknologi_202406_4326.docx,226455263,2024-01-30,cloud-storage-gcp,presentasi|teknologi|226455263|pending data draft
DOC-0025351,invoice_hukum_202201_1671.json,4190376,2023-01-13,cloud-storage-aws,invoice|hukum|4190376|periode draft total data
DOC-0031164,surat_logistik_202206_0212.xlsx,4548070,2024-07-01,portal-upload-web,surat|logistik|4548070|pending periode rekap dokumen
DOC-0036518,invoice_riset_202208_7338.jpg,332433,2023-07-06,cloud-storage-aws,invoice|riset|332433|approved draft data periode dokumen
DOC-0051347,log_teknologi_202412_9889.xlsx,99979,2024-06-30,server-arsip-jakarta,log|teknologi|99979|arsip draft dokumen
DOC-0026135,invoice_keuangan_202208_9608.jpg,147924,2024-12-31,cloud-storage-aws,invoice|keuangan|147924|draft revisi periode final file
DUP-0001073,memo_teknologi_202310_4076.xlsx,242489231,2024-03-10,server-arsip-surabaya,memo|teknologi|242489231|total revisi final
DOC-0000355,invoice_logistik_202402_0793.json,2695849,2023-01-25,ftp-pusat,invoice|logistik|2695849|total pending final rekap
DOC-0083879,backup_logistik_202409_5400.zip,3201447,2022-02-04,server-arsip-bandung,backup|logistik|3201447|approved rekap revisi file draft
DUP-0004848,backup_sdm_202403_3995.csv,3714528,2024-12-07,nas-lokal-02,backup|sdm|3714528|pending periode approved rekap
DOC-0007493,backup_teknologi_202311_4477.pdf,343569,2023-11-08,nas-lokal-01,backup|teknologi|343569|total periode data approved arsip
DOC-0026411,presentasi_riset_202302_8306.txt,4395350,2022-02-24,portal-upload-web,presentasi|riset|4395350|arsip revisi final
DOC-0083223,laporan_riset_202406_5205.txt,9677850,2024-05-09,server-arsip-bandung,laporan|riset|9677850|file arsip total approved periode
DOC-0035491,memo_logistik_202411_4625.pdf,296529,2022-01-29,nas-lokal-02,memo|logistik|296529|dokumen data rekap
DOC-0044300,memo_pemasaran_202202_9129.zip,176194,2024-07-04,cloud-storage-gcp,memo|pemasaran|176194|periode file draft arsip
DOC-0009758,presentasi_audit_202202_0997.xlsx,423559,2023-09-27,cloud-storage-gcp,presentasi|audit|423559|periode final arsip approved
DOC-0032113,backup_hukum_202301_0563.docx,499510835,2023-05-26,nas-lokal-02,backup|hukum|499510835|file arsip pending
DUP-0004534,invoice_teknologi_202308_1657.json,388042,2022-12-21,server-arsip-bandung,invoice|teknologi|388042|dokumen pending data approved
DOC-0050234,log_hukum_202212_5028.json,20056,2022-08-27,nas-lokal-02,log|hukum|20056|file total final
DOC-0056146,gambar_keuangan_202301_6088.docx,378520,2022-07-15,cloud-storage-aws,gambar|keuangan|378520|rekap draft data
DOC-0069077,memo_logistik_202304_8498.zip,85776,2022-09-03,server-arsip-jakarta,memo|logistik|85776|draft arsip final periode
DOC-0088514,dataset_pemasaran_202205_9396.csv,123305,2024-12-17,portal-upload-web,dataset|pemasaran|123305|file periode data final
DUP-0003274,gambar_hukum_202404_2328.docx,2434278,2024-04-02,nas-lokal-01,gambar|hukum|2434278|rekap periode approved
DOC-0050861,gambar_audit_202408_5307.zip,77805,2022-11-27,cloud-storage-gcp,gambar|audit|77805|approved arsip pending periode
DOC-0056332,log_audit_202402_2741.xlsx,31721432,2022-12-29,cloud-storage-aws,log|audit|31721432|data dokumen revisi
DOC-0011816,gambar_sdm_202401_6619.zip,4023490,2024-02-21,backup-eksternal,gambar|sdm|4023490|file data pending
DOC-0040118,invoice_hukum_202202_7802.png,745871,2023-11-11,cloud-storage-gcp,invoice|hukum|745871|data draft revisi dokumen pending
DOC-0018734,dataset_logistik_202304_8405.xlsx,394288732,2024-08-20,server-arsip-bandung,dataset|logistik|394288732|rekap total final revisi arsip
DOC-0050770,laporan_sdm_202204_0414.xlsx,2722909,2024-10-21,cloud-storage-aws,laporan|sdm|2722909|revisi dokumen arsip pending file
DOC-0083108,kontrak_pemasaran_202406_7046.json,4892378,2022-05-28,server-arsip-jakarta,kontrak|pemasaran|4892378|file rekap pending total revisi
DOC-0021623,invoice_pemasaran_202406_3482.csv,2385098,2024-11-22,cloud-storage-aws,invoice|pemasaran|2385098|draft rekap periode
DOC-0078702,invoice_pemasaran_202408_9975.docx,1178714,2023-11-10,nas-lokal-01,invoice|pemasaran|1178714|total final revisi draft
DOC-0055909,invoice_sdm_202211_6726.xlsx,2932633,2024-03-04,portal-upload-web,invoice|sdm|2932633|revisi final data pending rekap
DUP-0004056,backup_keuangan_202411_2051.pdf,72587462,2023-04-19,backup-eksternal,backup|keuangan|72587462|data total file
DOC-0056799,backup_logistik_202203_0867.docx,42539816,2022-10-05,server-arsip-bandung,backup|logistik|42539816|pending arsip data rekap periode
DOC-0032669,log_logistik_202208_6424.zip,65640,2023-05-03,server-arsip-jakarta,log|logistik|65640|total arsip data pending approved
DOC-0018655,backup_logistik_202305_4756.txt,1097474,2024-02-17,server-arsip-bandung,backup|logistik|1097474|periode total final approved rekap
DOC-0067139,laporan_riset_202405_6002.xlsx,275160,2022-08-28,cloud-storage-gcp,laporan|riset|275160|draft rekap pending total
DUP-0000481,presentasi_keuangan_202408_5435.jpg,45041991,2024-03-05,cloud-storage-gcp,presentasi|keuangan|45041991|rekap dokumen total
DOC-0030477,laporan_teknologi_202210_8281.pdf,43313613,2024-05-20,ftp-pusat,laporan|teknologi|43313613|file dokumen total final approved
DOC-0075126,memo_operasional_202210_0659.docx,36420905,2023-12-20,portal-upload-web,memo|operasional|36420905|pending final total revisi
DOC-0037949,invoice_pemasaran_202402_1562.json,260406,2024-05-20,server-arsip-surabaya,invoice|pemasaran|260406|data pending arsip revisi final
DOC-0007004,kontrak_keuangan_202212_9446.docx,92696,2024-12-26,server-arsip-surabaya,kontrak|keuangan|92696|file periode dokumen approved
DUP-0001969,presentasi_teknologi_202205_2532.docx,4901272,2023-01-02,server-arsip-surabaya,presentasi|teknologi|4901272|dokumen approved final draft
DOC-0026893,dataset_sdm_202309_1739.xml,372224524,2024-03-12,cloud-storage-gcp,dataset|sdm|372224524|pending draft total dokumen
DOC-0072321,memo_riset_202305_0431.zip,10728000,2024-07-08,cloud-storage-aws,memo|riset|10728000|dokumen approved data total
DOC-0036854,log_pemasaran_202301_5202.xml,13948,2024-02-03,cloud-storage-aws,log|pemasaran|13948|approved pending arsip rekap
DOC-0085200,laporan_pemasaran_202401_8628.png,496780,2022-02-21,server-arsip-jakarta,laporan|pemasaran|496780|arsip pending file total approved
DUP-0008689,dataset_operasional_202403_1230.zip,125035,2023-01-19,portal-upload-web,dataset|operasional|125035|final total periode rekap
DUP-0006696,log_sdm_202312_6035.jpg,263312117,2024-10-17,backup-eksternal,log|sdm|263312117|draft approved pending revisi total
DOC-0020060,log_teknologi_202406_2726.txt,17733708,2024-11-16,cloud-storage-gcp,log|teknologi|17733708|dokumen draft arsip rekap
DOC-0072138,backup_teknologi_202407_4380.xml,314722,2023-09-22,backup-eksternal,backup|teknologi|314722|periode draft total rekap
DOC-0049991,backup_operasional_202304_6690.csv,247891,2023-05-11,portal-upload-web,backup|operasional|247891|data final file draft revisi
DOC-0039084,invoice_keuangan_202206_2409.csv,129656,2022-06-16,nas-lokal-01,invoice|keuangan|129656|draft rekap revisi
DOC-0076530,invoice_hukum_202205_3779.txt,128367,2024-10-10,backup-eksternal,invoice|hukum|128367|dokumen periode file data
DOC-0070510,kontrak_riset_202207_4668.zip,147426,2023-04-27,cloud-storage-aws,kontrak|riset|147426|final dokumen pending approved
DOC-0047228,presentasi_teknologi_202308_3865.zip,2309772,2022-05-19,nas-lokal-01,presentasi|teknologi|2309772|draft data pending rekap dokumen
DOC-0016923,presentasi_logistik_202205_7620.pdf,317237,2023-01-20,server-arsip-surabaya,presentasi|logistik|317237|arsip rekap periode approved dokumen
DOC-0060510,kontrak_riset_202410_9178.png,3235075,2022-09-16,cloud-storage-aws,kontrak|riset|3235075|total pending periode arsip draft
DOC-0049932,log_logistik_202201_8421.csv,1312377,2022-05-18,backup-eksternal,log|logistik|1312377|dokumen rekap file data revisi
DOC-0007947,surat_operasional_202310_7398.pdf,2596738,2023-01-12,portal-upload-web,surat|operasional|2596738|rekap approved periode draft file
DOC-0081035,laporan_hukum_202306_5722.png,13197124,2024-08-12,server-arsip-jakarta,laporan|hukum|13197124|final periode arsip pending total
DOC-0050478,presentasi_pemasaran_202402_5903.png,18995,2023-08-29,server-arsip-surabaya,presentasi|pemasaran|18995|final total approved rekap
DOC-0052938,gambar_sdm_202307_7110.json,248810,2023-06-08,cloud-storage-aws,gambar|sdm|248810|final pending dokumen draft rekap
DOC-0066180,presentasi_operasional_202205_3004.zip,491953633,2022-07-17,nas-lokal-02,presentasi|operasional|491953633|final draft file
DOC-0031296,kontrak_audit_202310_0642.jpg,178842,2022-06-13,cloud-storage-aws,kontrak|audit|178842|draft pending periode final dokumen
DOC-0032448,laporan_audit_202211_8956.zip,32927354,2024-05-27,server-arsip-bandung,laporan|audit|32927354|total draft periode
DOC-0068919,laporan_hukum_202408_9623.txt,28786,2024-03-07,cloud-storage-gcp,laporan|hukum|28786|approved dokumen total file final
DOC-0089817,log_audit_202409_7467.pdf,15135,2022-05-11,cloud-storage-aws,log|audit|15135|final dokumen total
DOC-0031038,gambar_keuangan_202203_5735.docx,929317,2023-04-16,server-arsip-bandung,gambar|keuangan|929317|draft pending dokumen final
DOC-0074296,presentasi_keuangan_202305_7507.png,42305872,2023-01-17,server-arsip-surabaya,presentasi|keuangan|42305872|pending revisi dokumen rekap file
DOC-0047115,presentasi_teknologi_202311_4038.xml,4360718,2024-04-28,server-arsip-bandung,presentasi|teknologi|4360718|approved final dokumen
DOC-0022599,laporan_operasional_202308_3982.xml,176169,2023-07-13,server-arsip-surabaya,laporan|operasional|176169|file approved revisi total arsip
DOC-0025705,surat_hukum_202309_0245.csv,404021,2023-11-27,server-arsip-surabaya,surat|hukum|404021|total periode draft approved
DOC-0077032,memo_manajemen_202305_7387.json,2100525,2024-01-23,portal-upload-web,memo|manajemen|2100525|rekap total dokumen
DOC-0072708,invoice_manajemen_202403_0979.xlsx,7042991,2023-08-06,backup-eksternal,invoice|manajemen|7042991|revisi periode data file approved
DOC-0002602,memo_riset_202310_0772.xlsx,4417939,2024-11-11,ftp-pusat,memo|riset|4417939|data dokumen pending draft arsip
DUP-0007783,invoice_teknologi_202405_2986.csv,39267903,2024-12-02,nas-lokal-02,invoice|teknologi|39267903|approved draft data
DOC-0060432,invoice_teknologi_202212_1093.xml,207066391,2024-03-04,server-arsip-jakarta,invoice|teknologi|207066391|data draft periode dokumen revisi
DOC-0064344,invoice_sdm_202406_6697.pdf,86883,2022-03-29,ftp-pusat,invoice|sdm|86883|data approved arsip
DOC-0036594,gambar_riset_202302_8046.txt,16770015,2023-06-30,backup-eksternal,gambar|riset|16770015|arsip file final dokumen
DOC-0052303,gambar_sdm_202205_5774.xlsx,23253898,2022-02-01,cloud-storage-gcp,gambar|sdm|23253898|periode total revisi
DOC-0047876,laporan_teknologi_202212_9413.jpg,3186424,2024-06-10,server-arsip-jakarta,laporan|teknologi|3186424|arsip approved dokumen draft revisi
DOC-0068702,invoice_sdm_202403_8583.jpg,2712496,2022-12-10,backup-eksternal,invoice|sdm|2712496|pending draft total data approved
DOC-0080812,invoice_teknologi_202401_8430.pdf,16765455,2024-04-12,cloud-storage-gcp,invoice|teknologi|16765455|revisi approved total final dokumen
DOC-0078217,log_sdm_202403_9754.txt,997841,2024-03-22,server-arsip-surabaya,log|sdm|997841|final total revisi file
DOC-0019506,invoice_logistik_202205_8983.png,288298,2023-07-04,server-arsip-jakarta,invoice|logistik|288298|data total revisi rekap
DOC-0044067,log_teknologi_202412_3139.zip,219031,2022-03-23,server-arsip-surabaya,log|teknologi|219031|data final dokumen rekap
DOC-0078559,gambar_pemasaran_202407_8269.pdf,1306718,2023-06-09,nas-lokal-02,gambar|pemasaran|1306718|file draft periode rekap
