id,nama_file,ukuran_bytes,tanggal_unggah,sumber,konten
BCH-0000550,memo_teknologi_202412_6224.xlsx,2557382,2024-04-09,cloud-storage-azure,memo_teknologi_202412_6224|2557382|rekap draft final
BCH-0000735,presentasi_riset_202505_9590.json,4363659,2024-08-05,server-arsip-makassar,presentasi_riset_202505_9590|4363659|pending rekap revisi
DUP-0000055,presentasi_teknologi_202406_8922.zip,4152012,2023-04-29,server-arsip-surabaya,presentasi|teknologi|4152012|data total dokumen pending file
BCH-0000403,invoice_keuangan_202506_7071.rar,2343620,2024-09-12,nas-lokal-04,invoice_keuangan_202506_7071|2343620|data arsip total
BCH-0000307,kontrak_keuangan_202411_6932.docx,63936,2024-07-05,nas-lokal-04,kontrak_keuangan_202411_6932|63936|draft total data
BCH-0000410,invoice_riset_202512_8526.jpeg,152654,2024-01-12,server-arsip-makassar,invoice_riset_202512_8526|152654|final data pending
BCH-0000857,surat_sdm_202407_5601.doc,398298,2024-05-26,server-arsip-semarang,surat_sdm_202407_5601|398298|total arsip data
DUP-0000083,gambar_teknologi_202201_6719.jpg,21450187,2022-02-18,cloud-storage-aws,gambar|teknologi|21450187|draft data rekap file dokumen
BCH-0000851,presentasi_keuangan_202404_3113.doc,4896744,2024-01-31,nas-lokal-03,presentasi_keuangan_202404_3113|4896744|data draft final
BCH-0000850,invoice_manajemen_202503_7884.doc,41254280,2024-08-12,cloud-storage-azure,invoice_manajemen_202503_7884|41254280|periode final revisi
BCH-0000282,gambar_sdm_202511_6585.csv,4431776,2024-04-03,portal-upload-mobile,gambar_sdm_202511_6585|4431776|revisi rekap approved
BCH-0000624,log_operasional_202408_1367.rar,2556655,2024-11-08,nas-lokal-03,log_operasional_202408_1367|2556655|draft pending total
BCH-0000579,log_audit_202403_3992.xls,29373379,2024-03-26,server-arsip-medan,log_audit_202403_3992|29373379|approved total data
BCH-0000214,presentasi_sdm_202508_3871.xml,488575,2024-01-01,ftp-cabang,presentasi_sdm_202508_3871|488575|periode data total
BCH-0000491,surat_manajemen_202504_7412.xlsx,479519,2024-09-06,nas-lokal-04,surat_manajemen_202504_7412|479519|revisi data approved
BCH-0000683,gambar_operasional_202504_6811.xlsx,27796996,2024-03-29,server-arsip-semarang,gambar_operasional_202504_6811|27796996|revisi data final
DUP-0000069,invoice_operasional_202212_2322.xml,96092945,2023-12-15,cloud-storage-gcp,invoice|operasional|96092945|pending revisi arsip file
DUP-0000006,gambar_logistik_202306_6940.txt,355496,2024-04-21,backup-eksternal,gambar|logistik|355496|rekap data total file approved
BCH-0000400,surat_pemasaran_202401_7142.jpg,159986,2024-08-20,portal-upload-mobile,surat_pemasaran_202401_7142|159986|revisi periode approved
BCH-0000260,kontrak_logistik_202504_5238.jpeg,495447769,2024-04-16,server-arsip-medan,kontrak_logistik_202504_5238|495447769|final draft rekap
BCH-0000088,invoice_hukum_202409_2054.doc,4016431,2024-12-03,nas-lokal-03,invoice_hukum_202409_2054|4016431|rekap final approved
BCH-0000499,laporan_riset_202412_1889.pdf,18952999,2024-06-25,server-arsip-semarang,laporan_riset_202412_1889|18952999|approved total revisi
BCH-0000367,kontrak_sdm_202503_3048.csv,484191434,2024-11-02,cloud-storage-azure,kontrak_sdm_202503_3048|484191434|revisi draft arsip
BCH-0000528,log_teknologi_202406_2619.txt,125889,2024-08-15,server-arsip-semarang,log_teknologi_202406_2619|125889|data draft final
DUP-0000004,surat_teknologi_202212_9903.docx,4517480,2023-02-23,nas-lokal-02,surat|teknologi|4517480|arsip draft final
DUP-0000067,gambar_pemasaran_202205_9446.xlsx,136689881,2024-01-15,nas-lokal-01,gambar|pemasaran|136689881|total periode pending
DUP-0000026,invoice_audit_202408_1594.zip,436168,2024-07-22,cloud-storage-gcp,invoice|audit|436168|data pending file revisi arsip
BCH-0000728,gambar_operasional_202409_2065.csv,2920342,2024-03-08,nas-lokal-03,gambar_operasional_202409_2065|2920342|draft final data
BCH-0000789,dataset_keuangan_202503_9324.json,79640,2024-12-13,nas-lokal-03,dataset_keuangan_202503_9324|79640|revisi approved rekap
DUP-0000046,invoice_logistik_202203_8626.txt,65051,2023-09-20,portal-upload-web,invoice|logistik|65051|total arsip draft final
DUP-0000044,memo_operasional_202310_9006.csv,36023,2024-10-02,server-arsip-surabaya,memo|operasional|36023|draft rekap approved
BCH-0000001,gambar_operasional_202503_5797.xml,305627525,2024-01-29,server-arsip-semarang,gambar_operasional_202503_5797|305627525|data periode approved
BCH-0000747,log_teknologi_202506_4122.doc,407289,2024-04-13,server-arsip-makassar,log_teknologi_202506_4122|407289|final pending total
BCH-0000830,gambar_sdm_202411_0914.xls,448368,2024-06-27,ftp-cabang,gambar_sdm_202411_0914|448368|draft total revisi
BCH-0000053,memo_operasional_202502_5663.csv,267928,2024-04-26,portal-upload-mobile,memo_operasional_202502_5663|267928|total pending final
BCH-0000433,dataset_keuangan_202501_1664.png,24640927,2024-03-06,server-arsip-medan,dataset_keuangan_202501_1664|24640927|draft pending total
BCH-0000736,backup_operasional_202404_0425.txt,115598,2024-08-30,server-arsip-makassar,backup_operasional_202404_0425|115598|approved arsip pending
BCH-0000804,invoice_teknologi_202511_7273.png,407035613,2024-12-23,server-arsip-medan,invoice_teknologi_202511_7273|407035613|approved arsip final
DUP-0000049,log_logistik_202411_7168.xml,355823,2023-08-04,portal-upload-web,log|logistik|355823|total file data
BCH-0000098,invoice_logistik_202508_3264.xlsx,27161215,2024-10-27,ftp-cabang,invoice_logistik_202508_3264|27161215|data draft periode
BCH-0000835,laporan_hukum_202502_6993.png,26451144,2024-08-23,nas-lokal-03,laporan_hukum_202502_6993|26451144|pending final revisi
BCH-0000354,log_pemasaran_202406_4179.pdf,375115,2024-06-28,nas-lokal-04,log_pemasaran_202406_4179|375115|arsip draft total
BCH-0000305,surat_hukum_202501_6075.txt,430063,2024-09-25,nas-lokal-03,surat_hukum_202501_6075|430063|periode data arsip
BCH-0000795,dataset_logistik_202408_3816.rar,310429,2024-06-23,server-arsip-makassar,dataset_logistik_202408_3816|310429|revisi approved final
BCH-0000150,surat_keuangan_202508_9828.pdf,32612281,2024-03-25,ftp-cabang,surat_keuangan_202508_9828|32612281|pending revisi final
BCH-0000153,kontrak_operasional_202507_2217.txt,32780766,2024-11-19,portal-upload-mobile,kontrak_operasional_202507_2217|32780766|total draft approved
BCH-0000230,invoice_manajemen_202408_7391.pdf,382224,2024-12-27,nas-lokal-04,invoice_manajemen_202408_7391|382224|rekap total revisi
BCH-0000003,surat_operasional_202503_1187.docx,593521,2024-10-26,server-arsip-medan,surat_operasional_202503_1187|593521|draft revisi approved
BCH-0000023,memo_manajemen_202412_0304.xlsx,24379317,2024-07-23,ftp-cabang,memo_manajemen_202412_0304|24379317|arsip revisi periode
DUP-0000098,surat_operasional_202305_7429.docx,11778092,2024-01-18,server-arsip-surabaya,surat|operasional|11778092|draft revisi final total
BCH-0000240,presentasi_pemasaran_202406_0655.csv,36577370,2024-11-21,ftp-cabang,presentasi_pemasaran_202406_0655|36577370|draft final arsip
BCH-0000868,memo_operasional_202503_7631.json,281988,2024-08-03,portal-upload-mobile,memo_operasional_202503_7631|281988|total data periode
BCH-0000110,invoice_pemasaran_202410_2315.png,7578286,2024-10-06,nas-lokal-04,invoice_pemasaran_202410_2315|7578286|approved rekap draft
BCH-0000667,log_manajemen_202408_7539.jpg,292729,2024-07-07,server-arsip-semarang,log_manajemen_202408_7539|292729|draft approved final
BCH-0000159,log_keuangan_202402_5912.zip,7999497,2024-12-08,cloud-storage-azure,log_keuangan_202402_5912|7999497|total approved rekap
BCH-0000234,laporan_keuangan_202411_3697.docx,4849101,2024-12-24,ftp-cabang,laporan_keuangan_202411_3697|4849101|pending draft final
BCH-0000445,laporan_teknologi_202411_4749.jpeg,488039,2024-09-21,server-arsip-makassar,laporan_teknologi_202411_4749|488039|data pending final
BCH-0000343,surat_pemasaran_202506_7201.jpg,195316,2024-02-22,server-arsip-medan,surat_pemasaran_202506_7201|195316|revisi data arsip
DUP-0000054,log_logistik_202209_1764.csv,1142002,2024-11-11,nas-lokal-02,log|logistik|1142002|total pending dokumen final
BCH-0000690,log_teknologi_202501_6237.txt,3296061,2024-10-20,server-arsip-semarang,log_teknologi_202501_6237|3296061|data total rekap
BCH-0000460,kontrak_logistik_202503_8740.xml,260911,2024-06-18,nas-lokal-03,kontrak_logistik_202503_8740|260911|periode rekap final
BCH-0000704,kontrak_audit_202505_8857.txt,3028495,2024-07-15,cloud-storage-azure,kontrak_audit_202505_8857|3028495|arsip final approved
DUP-0000057,memo_manajemen_202204_0454.txt,1452599,2023-05-18,cloud-storage-gcp,memo|manajemen|1452599|pending arsip approved dokumen
BCH-0000529,dataset_teknologi_202401_8799.json,1507573,2024-12-03,nas-lokal-04,dataset_teknologi_202401_8799|1507573|draft final arsip
BCH-0000340,memo_pemasaran_202401_7782.jpg,12215911,2024-04-30,cloud-storage-azure,memo_pemasaran_202401_7782|12215911|arsip pending draft
BCH-0000387,log_manajemen_202410_8826.pdf,1008548,2024-06-17,nas-lokal-04,log_manajemen_202410_8826|1008548|arsip pending revisi
BCH-0000723,kontrak_audit_202510_8878.doc,271977,2024-03-01,server-arsip-medan,kontrak_audit_202510_8878|271977|final draft revisi
BCH-0000419,invoice_manajemen_202502_1849.jpeg,2370739,2024-02-13,server-arsip-makassar,invoice_manajemen_202502_1849|2370739|pending final approved
BCH-0000774,laporan_manajemen_202502_2787.xlsx,69257,2024-05-18,cloud-storage-azure,laporan_manajemen_202502_2787|69257|approved final arsip
BCH-0000547,laporan_audit_202403_5098.xml,3414469,2024-07-03,portal-upload-mobile,laporan_audit_202403_5098|3414469|revisi arsip final
BCH-0000733,log_sdm_202509_6103.doc,329422,2024-01-27,server-arsip-makassar,log_sdm_202509_6103|329422|data revisi total
BCH-0000871,dataset_logistik_202407_0059.zip,459330,2024-01-21,server-arsip-semarang,dataset_logistik_202407_0059|459330|arsip total rekap
BCH-0000796,invoice_teknologi_202503_0877.txt,4562241,2024-05-04,cloud-storage-azure,invoice_teknologi_202503_0877|4562241|final draft pending
BCH-0000836,dataset_pemasaran_202410_3662.png,1349029,2024-03-31,ftp-cabang,dataset_pemasaran_202410_3662|1349029|total final revisi
BCH-0000207,gambar_riset_202404_9423.zip,3177260,2024-10-15,portal-upload-mobile,gambar_riset_202404_9423|3177260|pending draft rekap
BCH-0000458,laporan_keuangan_202501_3397.xml,9040890,2024-12-10,nas-lokal-04,laporan_keuangan_202501_3397|9040890|total pending data
BCH-0000764,invoice_operasional_202507_4356.json,295277,2024-03-31,cloud-storage-azure,invoice_operasional_202507_4356|295277|arsip revisi final
BCH-0000471,backup_manajemen_202408_1875.jpg,1514916,2024-07-21,server-arsip-makassar,backup_manajemen_202408_1875|1514916|pending draft revisi
BCH-0000290,gambar_riset_202509_7303.xls,187833,2024-09-04,nas-lokal-04,gambar_riset_202509_7303|187833|draft revisi periode
BCH-0000219,gambar_audit_202501_3410.rar,33907,2024-07-14,server-arsip-semarang,gambar_audit_202501_3410|33907|pending revisi draft
BCH-0000422,presentasi_pemasaran_202403_9172.docx,340486,2024-05-09,portal-upload-mobile,presentasi_pemasaran_202403_9172|340486|periode arsip rekap
BCH-0000720,presentasi_pemasaran_202503_5693.doc,5897426,2024-04-21,server-arsip-medan,presentasi_pemasaran_202503_5693|5897426|revisi arsip total
BCH-0000664,backup_riset_202508_4956.doc,3730787,2024-12-08,nas-lokal-04,backup_riset_202508_4956|3730787|revisi periode data
BCH-0000544,surat_sdm_202508_3890.docx,416531,2024-04-30,server-arsip-makassar,surat_sdm_202508_3890|416531|total pending arsip
BCH-0000864,invoice_operasional_202401_1455.xml,43279595,2024-11-07,portal-upload-mobile,invoice_operasional_202401_1455|43279595|approved data rekap
BCH-0000827,backup_manajemen_202404_2259.zip,253618458,2024-02-09,server-arsip-medan,backup_manajemen_202404_2259|253618458|pending draft total
BCH-0000636,dataset_sdm_202507_2146.xls,15240335,2024-11-14,server-arsip-semarang,dataset_sdm_202507_2146|15240335|total data draft
BCH-0000671,memo_logistik_202512_8038.zip,136714,2024-10-02,portal-upload-mobile,memo_logistik_202512_8038|136714|total approved arsip
BCH-0000177,dataset_hukum_202507_8953.xlsx,188717991,2024-11-20,server-arsip-medan,dataset_hukum_202507_8953|188717991|arsip revisi pending
BCH-0000649,laporan_teknologi_202502_1117.jpg,1080851,2024-10-29,server-arsip-makassar,laporan_teknologi_202502_1117|1080851|draft rekap revisi
BCH-0000684,surat_riset_202412_4989.zip,1770075,2024-03-02,nas-lokal-03,surat_riset_202412_4989|1770075|final arsip revisi
BCH-0000196,invoice_keuangan_202512_9155.xlsx,4188436,2024-12-04,server-arsip-medan,invoice_keuangan_202512_9155|4188436|rekap total periode
DUP-0000086,laporan_operasional_202307_7275.zip,19882,2022-04-01,cloud-storage-aws,laporan|operasional|19882|approved periode file
BCH-0000030,kontrak_operasional_202501_9458.jpg,2146181,2024-07-05,server-arsip-makassar,kontrak_operasional_202501_9458|2146181|periode draft approved
BCH-0000599,gambar_sdm_202511_0693.csv,61541,2024-12-06,server-arsip-medan,gambar_sdm_202511_0693|61541|arsip revisi approved
DUP-0000099,invoice_sdm_202209_3219.zip,157123,2023-06-24,server-arsip-bandung,invoice|sdm|157123|total rekap arsip data approved
BCH-0000555,gambar_teknologi_202501_4191.png,22422,2024-04-25,nas-lokal-03,gambar_teknologi_202501_4191|22422|pending total final
BCH-0000554,gambar_hukum_202506_9904.pdf,9155384,2024-12-23,server-arsip-semarang,gambar_hukum_202506_9904|9155384|revisi total final
BCH-0000286,invoice_hukum_202508_7648.xls,270192603,2024-04-16,server-arsip-medan,invoice_hukum_202508_7648|270192603|periode revisi rekap
BCH-0000455,gambar_manajemen_202511_8068.csv,2525829,2024-04-13,server-arsip-semarang,gambar_manajemen_202511_8068|2525829|draft final rekap
BCH-0000035,memo_operasional_202404_7247.png,4878859,2024-01-09,nas-lokal-03,memo_operasional_202404_7247|4878859|total approved data
BCH-0000705,backup_riset_202404_4504.jpeg,1888889,2024-05-15,server-arsip-medan,backup_riset_202404_4504|1888889|arsip approved total
BCH-0000435,gambar_logistik_202410_1645.rar,439437,2024-03-23,cloud-storage-azure,gambar_logistik_202410_1645|439437|pending final data
BCH-0000449,log_pemasaran_202509_1207.pdf,245026,2024-12-06,cloud-storage-azure,log_pemasaran_202509_1207|245026|draft data arsip
BCH-0000180,gambar_riset_202411_2461.zip,164376,2024-09-25,nas-lokal-03,gambar_riset_202411_2461|164376|arsip revisi approved
BCH-0000525,log_teknologi_202509_2667.docx,373527,2024-06-01,nas-lokal-03,log_teknologi_202509_2667|373527|total final revisi
BCH-0000028,memo_sdm_202404_3941.jpg,4031581,2024-07-21,server-arsip-makassar,memo_sdm_202404_3941|4031581|revisi final draft
BCH-0000144,invoice_teknologi_202504_7074.json,228623,2024-05-01,server-arsip-semarang,invoice_teknologi_202504_7074|228623|periode rekap final
BCH-0000006,gambar_hukum_202505_1142.json,3189353,2024-09-01,server-arsip-semarang,gambar_hukum_202505_1142|3189353|final approved data
BCH-0000083,presentasi_hukum_202412_5096.txt,3077479,2024-11-02,server-arsip-medan,presentasi_hukum_202412_5096|3077479|revisi data rekap
BCH-0000165,memo_riset_202505_8106.zip,32982358,2024-08-12,nas-lokal-04,memo_riset_202505_8106|32982358|final revisi arsip
BCH-0000187,gambar_keuangan_202503_1177.csv,1680195,2024-12-17,server-arsip-semarang,gambar_keuangan_202503_1177|1680195|rekap approved data
BCH-0000859,backup_operasional_202506_3752.csv,70847,2024-04-07,server-arsip-makassar,backup_operasional_202506_3752|70847|pending final revisi
BCH-0000032,laporan_pemasaran_202504_8820.txt,48829,2024-01-12,server-arsip-medan,laporan_pemasaran_202504_8820|48829|periode revisi arsip
BCH-0000680,kontrak_manajemen_202508_0819.xlsx,233229,2024-06-16,ftp-cabang,kontrak_manajemen_202508_0819|233229|final rekap data
BCH-0000327,memo_logistik_202403_1470.txt,11177954,2024-06-09,server-arsip-semarang,memo_logistik_202403_1470|11177954|pending data final
BCH-0000647,invoice_keuangan_202402_9203.json,2701750,2024-01-22,ftp-cabang,invoice_keuangan_202402_9203|2701750|final revisi arsip
BCH-0000699,surat_riset_202501_4135.zip,3905524,2024-05-21,server-arsip-semarang,surat_riset_202501_4135|3905524|data rekap approved
BCH-0000520,kontrak_sdm_202507_5155.doc,366651,2024-11-28,server-arsip-semarang,kontrak_sdm_202507_5155|366651|draft arsip approved
BCH-0000170,invoice_manajemen_202406_4160.xml,177768038,2024-01-12,cloud-storage-azure,invoice_manajemen_202406_4160|177768038|periode approved revisi
BCH-0000779,log_audit_202408_6084.pdf,84257,2024-04-09,server-arsip-medan,log_audit_202408_6084|84257|arsip draft data
BCH-0000105,presentasi_keuangan_202510_7855.xlsx,3825122,2024-01-18,cloud-storage-azure,presentasi_keuangan_202510_7855|3825122|data total pending
BCH-0000576,log_pemasaran_202509_8981.xml,26239133,2024-01-27,server-arsip-medan,log_pemasaran_202509_8981|26239133|total periode pending
BCH-0000785,memo_operasional_202405_5159.xlsx,730685,2024-09-18,nas-lokal-04,memo_operasional_202405_5159|730685|arsip total periode
DUP-0000038,surat_manajemen_202409_3104.jpg,943543,2024-09-01,ftp-pusat,surat|manajemen|943543|total data arsip
BCH-0000266,memo_riset_202501_0428.doc,409241874,2024-07-29,nas-lokal-04,memo_riset_202501_0428|409241874|rekap draft revisi
BCH-0000399,surat_teknologi_202501_0435.xlsx,31256409,2024-09-27,cloud-storage-azure,surat_teknologi_202501_0435|31256409|data final draft
BCH-0000546,backup_logistik_202411_3398.docx,319450,2024-10-23,server-arsip-medan,backup_logistik_202411_3398|319450|pending data draft
BCH-0000277,backup_operasional_202409_8150.json,151908,2024-04-01,server-arsip-semarang,backup_operasional_202409_8150|151908|data rekap approved
BCH-0000358,memo_hukum_202402_3067.jpeg,3394671,2024-06-28,nas-lokal-03,memo_hukum_202402_3067|3394671|approved final arsip
BCH-0000209,memo_keuangan_202405_3735.xml,15629032,2024-03-21,nas-lokal-04,memo_keuangan_202405_3735|15629032|revisi draft approved
BCH-0000521,laporan_hukum_202503_3809.png,4048825,2024-01-02,server-arsip-medan,laporan_hukum_202503_3809|4048825|arsip draft final
BCH-0000040,memo_riset_202512_2594.xls,13297388,2024-01-18,server-arsip-makassar,memo_riset_202512_2594|13297388|final pending approved
BCH-0000584,gambar_riset_202409_6298.json,459545,2024-04-03,portal-upload-mobile,gambar_riset_202409_6298|459545|revisi rekap total
BCH-0000299,kontrak_operasional_202509_8991.doc,159169,2024-12-03,cloud-storage-azure,kontrak_operasional_202509_8991|159169|draft data pending
BCH-0000730,invoice_manajemen_202403_8731.txt,343040,2024-07-12,cloud-storage-azure,invoice_manajemen_202403_8731|343040|data rekap arsip
BCH-0000598,log_manajemen_202412_7926.jpg,223288,2024-10-12,ftp-cabang,log_manajemen_202412_7926|223288|data periode pending
BCH-0000239,log_audit_202402_9354.jpg,441799,2024-04-19,nas-lokal-03,log_audit_202402_9354|441799|draft total rekap
BCH-0000532,dataset_manajemen_202412_9079.png,3634514,2024-07-09,nas-lokal-03,dataset_manajemen_202412_9079|3634514|data pending rekap
BCH-0000718,backup_pemasaran_202401_4651.pdf,9056060,2024-11-05,ftp-cabang,backup_pemasaran_202401_4651|9056060|rekap arsip pending
BCH-0000832,invoice_audit_202504_1011.jpg,457823,2024-02-10,nas-lokal-04,invoice_audit_202504_1011|457823|final draft total
BCH-0000342,kontrak_manajemen_202403_7912.xls,36508734,2024-03-28,server-arsip-semarang,kontrak_manajemen_202403_7912|36508734|total revisi approved
BCH-0000424,surat_manajemen_202402_7953.jpg,119016,2024-04-18,server-arsip-makassar,surat_manajemen_202402_7953|119016|data periode draft
BCH-0000660,surat_logistik_202512_9734.jpg,31903,2024-01-13,server-arsip-makassar,surat_logistik_202512_9734|31903|final periode data
BCH-0000409,kontrak_sdm_202506_9692.json,30185517,2024-09-05,nas-lokal-04,kontrak_sdm_202506_9692|30185517|pending total final
BCH-0000020,dataset_hukum_202410_7273.zip,1172589,2024-03-23,server-arsip-semarang,dataset_hukum_202410_7273|1172589|pending draft final
BCH-0000493,kontrak_audit_202502_0277.rar,45298907,2024-01-27,nas-lokal-03,kontrak_audit_202502_0277|45298907|arsip data rekap
BCH-0000429,kontrak_hukum_202407_7728.xml,205034598,2024-12-15,nas-lokal-04,kontrak_hukum_202407_7728|205034598|final total approved
DUP-0000031,presentasi_keuangan_202412_0869.docx,4785077,2023-02-24,ftp-pusat,presentasi|keuangan|4785077|arsip pending periode
